,type,Temp_OXid,ppm,Pressure,Oxid_time,thickness,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Temp_Etching,Source_Power,Selectivity,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target,Chamber,Etching_rate
1081,wet,1070.293092,32.52,0.21,95,702.73,1.37233,19.767,15.097,20.005,195.839,90.0,496.487,3952.67,4862.981,5.041,91.493,29.997,51.17,365,483.867,106.947,72.414,50.402,1.042,1.45e+16,1.71e+17,1.38e+17,3.01e+17,6e+17,31073.304,104.046,894.0,155,0,31122,171.1825
1082,wet,1039.794348,35.17,0.207,121,710.805,0.79249,16.029,15.12,19.996,200.519,90.0,501.655,3972.34,4993.695,5.056,92.321,29.999,41.177,436,516.912,106.861,71.499,51.124,1.034,8320000000000000.0,1.34e+17,1.38e+17,3.03e+17,6e+17,30527.029,105.044,914.0,153,0,31133,167.77624999999998
1083,wet,1191.65105,41.25,0.203,65,702.66,1.81996,17.587,14.949,20.0,201.888,90.001,495.986,4017.144,4867.108,5.077,93.5,29.993,35.781,405,489.751,105.888,68.897,51.159,1.025,1.96e+16,9.82e+16,1.38e+17,3e+17,6e+17,31488.967,101.687,919.0,155,0,31111,169.96499999999997
1084,dry,1074.529975,42.71,0.2,83,708.294,0.9199,16.445,15.018,19.995,200.247,90.0,500.442,4072.913,5028.945,5.062,92.406,29.995,41.965,405,523.853,105.717,69.714,51.613,1.026,6850000000000000.0,1.39e+17,1.38e+17,3e+17,6e+17,32340.532,102.582,920.0,154,0,31122,170.6735
1085,dry,958.7018646,36.26,0.206,106,705.357,1.43437,18.507,14.899,20.001,205.061,89.999,502.263,4084.939,5002.267,5.119,93.069,30.008,35.574,405,490.915,109.575,71.319,51.801,1.072,9300000000000000.0,1.24e+17,1.38e+17,3.02e+17,6e+17,31485.171,104.046,914.0,153,0,31133,167.03924999999998
1086,dry,1065.16763,34.77,0.217,178,711.67,1.21607,17.346,14.825,19.998,197.799,90.0,503.423,4045.078,5126.642,5.091,92.612,30.005,32.462,365,547.14,109.492,70.351,51.802,1.046,1.28e+16,3.26e+16,1.38e+17,3e+17,6e+17,32281.227,103.846,899.0,157,0,31111,168.5675
1087,dry,1151.213756,28.1,0.211,166,715.269,0.74181,17.449,15.008,20.004,198.256,90.0,498.509,4010.176,4814.62,5.134,92.008,30.0,56.549,405,541.991,107.625,70.462,52.084,1.038,6910000000000000.0,1.18e+17,1.38e+17,3e+17,6e+17,31613.412,103.105,867.0,154,0,31122,171.64225000000002
1088,wet,992.4034899,39.92,0.206,156,699.922,0.97939,16.576,15.21,20.006,200.579,89.999,495.402,3971.44,4982.476,4.943,91.91,30.003,42.664,365,483.197,111.116,70.864,51.429,1.025,2e+16,1.35e+17,1.38e+17,2.99e+17,6e+17,31933.395,100.853,891.0,153,0,31133,169.2305
1089,dry,970.7485432,32.28,0.216,44,714.436,0.77486,16.59,15.146,19.994,204.542,90.001,494.517,3989.581,5046.834,5.079,93.593,30.005,46.774,405,529.58,107.433,70.464,51.041,1.016,1.21e+16,1.46e+17,1.38e+17,3.01e+17,6e+17,32572.997,102.439,884.0,153,0,31211,165.584
1090,wet,1193.763472,32.5,0.21,148,711.998,0.51875,14.282,14.977,20.001,200.495,90.001,498.307,4093.76,4975.562,4.969,91.699,29.998,33.609,405,500.199,107.786,71.565,50.771,1.023,1.28e+16,1.39e+17,1.38e+17,2.98e+17,6e+17,30988.997,103.606,882.0,155,0,31222,168.54950000000002
1091,wet,1087.933217,22.76,0.209,109,693.95,1.19101,11.453,15.005,20.004,193.932,90.001,505.859,3972.978,5021.709,5.051,91.943,30.006,39.549,365,504.607,108.511,71.418,51.229,1.047,1.24e+16,1.66e+17,9.27e+16,2.99e+17,6e+17,31246.691,104.056,891.0,153,0,31233,165.1625
1092,dry,1097.702086,35.01,0.208,94,695.374,0.73164,15.963,14.951,20.004,198.889,90.001,502.416,3990.542,4893.284,4.951,92.601,29.989,36.083,365,481.768,106.239,70.726,51.76,1.008,2.33e+16,1.27e+17,1.38e+17,3e+17,6e+17,31441.726,101.041,914.0,152,0,31211,163.61849999999998
1093,dry,1031.059418,33.77,0.209,145,737.402,1.41868,14.517,14.949,20.004,194.997,90.0,502.749,4011.356,5027.332,5.151,92.587,30.004,44.608,405,533.321,107.513,69.644,51.526,1.026,1.56e+16,1.38e+17,1.38e+17,3.01e+17,6e+17,31784.636,98.623,879.0,155,0,31222,175.37550000000002
1094,wet,1119.269073,34.06,0.213,147,689.206,2.34062,15.651,15.104,19.994,198.542,90.001,502.125,3985.668,4931.349,4.99,91.313,29.993,42.265,436,513.857,106.96,69.784,50.415,1.043,1.55e+16,6.93e+16,1.38e+17,3e+17,6e+17,32590.331,100.715,887.0,154,0,31233,168.0265
1095,wet,1173.785473,41.5,0.212,173,708.822,2.11562,16.096,15.046,19.99,205.734,90.0,499.319,4022.502,4957.112,4.956,93.97,30.005,58.485,405,490.119,107.934,70.47,51.062,1.037,1.08e+16,2.16e+16,7.04e+16,3e+17,6e+17,30585.399,102.692,915.0,155,0,31211,170.5805
1096,dry,1169.403298,44.51,0.185,203,713.834,1.98321,18.135,15.078,20.002,201.17,89.999,505.745,4012.915,4970.133,5.06,91.436,30.008,40.862,365,512.337,109.647,69.714,52.005,1.041,1.17e+16,6.61e+16,1.38e+17,3.01e+17,6e+17,31756.475,104.722,922.0,151,0,31222,169.30849999999998
1097,dry,965.7442231,30.27,0.214,144,720.384,1.36377,15.542,14.997,19.997,201.087,90.001,494.887,4033.884,4991.406,5.083,91.737,30.009,12.635,436,507.826,103.407,71.678,51.297,1.023,1.6e+16,1.35e+17,1.38e+17,2.99e+17,6e+17,30418.922,103.391,890.0,157,1,31233,164.221
1098,dry,1041.954697,40.95,0.228,114,704.562,0.64254,14.514,14.943,19.994,197.947,90.0,504.231,4074.752,5024.075,5.0,95.216,29.997,39.491,365,498.218,107.116,71.108,51.82,1.041,1.1e+16,1.68e+17,1.38e+17,3.01e+17,6e+17,31410.459,104.351,905.0,154,0,31311,165.7155
1099,dry,1190.00926,30.51,0.199,24,721.147,1.06283,15.145,15.055,20.006,197.32,90.0,500.053,3975.994,4944.217,4.928,90.469,30.004,40.003,405,486.925,108.228,69.37,51.096,1.022,9310000000000000.0,7.49e+16,1.38e+17,3.01e+17,6e+17,32178.83,102.592,909.0,157,0,31322,171.36175
1100,wet,1114.187436,31.07,0.208,187,713.608,1.76504,9.497,15.075,20.002,204.119,90.0,500.402,4040.881,4900.149,5.01,92.9,29.999,48.496,436,478.867,108.068,71.033,51.357,1.033,1.68e+16,7.88e+16,1.38e+17,3.01e+17,6e+17,33085.183,101.153,858.0,153,0,31333,170.527
1101,wet,1010.71127,36.9,0.202,80,712.692,1.11564,14.014,14.949,19.995,201.169,89.999,494.976,3957.1,5065.311,5.036,90.335,29.995,60.983,365,524.896,108.843,71.137,50.795,1.037,1.45e+16,1.32e+17,1.1e+17,3.03e+17,6e+17,30972.523,104.541,904.0,155,0,31311,168.948
1102,dry,1049.47832,35.45,0.196,32,714.415,1.11078,15.099,15.026,20.003,199.123,90.001,499.243,4070.621,4894.696,5.046,91.524,30.01,46.862,365,504.806,108.156,71.234,50.722,1.027,9390000000000000.0,1.77e+17,1.38e+17,3.01e+17,6e+17,31807.558,102.336,932.0,155,0,31322,166.20374999999999
1103,dry,1015.953365,38.34,0.217,148,715.404,1.12362,18.091,14.983,20.003,204.107,90.001,501.188,4152.677,5084.34,4.881,93.523,30.003,41.583,365,548.78,107.644,71.249,50.691,1.048,5630000000000000.0,1.28e+17,1.38e+17,3e+17,6e+17,30912.449,103.123,928.0,156,0,31333,170.151
1104,wet,1183.688681,28.53,0.202,173,713.132,1.62494,15.6,14.918,19.999,200.389,90.0,493.336,4022.818,5047.624,4.987,92.635,29.998,38.5,405,512.505,107.739,71.169,50.982,1.004,1.47e+16,1.69e+17,1.38e+17,3.03e+17,6e+17,32605.348,104.08,891.0,152,0,31311,173.733
1105,wet,1078.309829,43.12,0.195,116,714.295,1.18246,14.93,14.98,20.0,200.739,90.0,507.183,4003.558,5053.991,5.115,91.418,30.002,34.302,365,539.554,106.868,71.153,50.746,1.039,8720000000000000.0,3.87e+16,1.38e+17,2.98e+17,6e+17,31458.025,102.97,904.0,156,0,31322,163.67374999999998
1106,dry,1114.447192,38.08,0.212,122,710.114,1.22609,19.501,15.08,19.997,201.554,90.0,501.286,3963.457,5128.554,5.024,92.661,29.996,42.127,365,494.199,109.12,71.196,51.267,1.038,1.32e+16,5.76e+16,1.38e+17,2.99e+17,6e+17,32346.439,100.22,913.0,151,0,31333,165.2535
1107,wet,1289.583896,44.91,0.223,30,722.888,1.06819,17.936,15.045,20.002,201.68,90.001,501.68,4033.594,5041.992,5.043,92.103,30.005,48.23581404,405,512.4953825,108.4749579,72.289,51.79,1.045,1.18e+16,9.24e+16,1.38e+17,3e+17,6e+17,32437.886,104.475,901.1280846,157,1,33111,173.322
1108,wet,1292.146178,44.97,0.221,28,718.015,0.71782,15.886,14.988,20.003,203.015,89.999,503.015,4060.308,5075.385,5.115,92.854,29.993,50.69,405,495.893,109.608,71.801,51.787,1.045,1.12e+16,4.36e+16,1.38e+17,3.01e+17,6e+17,32456.369,104.468,861.0,157,0,33122,175.20374999999999
1109,wet,1282.60895,44.97,0.224,31,718.058,1.12362,20.092,14.921,19.997,204.243,89.999,504.243,4084.87,5106.087,5.13,93.143,29.989,45.881,405,501.478,110.278,71.806,52.015,1.05,2.15e+16,1.05e+17,6.25e+16,3.01e+17,6e+17,32452.911,105.038,860.0,158,0,33133,172.3145
1110,wet,1293.70077,44.89,0.223,30,721.87,1.62494,20.223,15.09,20.006,203.51,90.0,503.51,4070.197,5087.747,5.095,92.6,29.999,46.634,405,508.483,109.768,72.187,51.97,1.049,1.53e+16,9.24e+16,1.38e+17,3e+17,6e+17,32423.19,104.926,860.0,157,0,33111,174.39249999999998
1111,wet,1287.72173,44.99,0.22,27,718.198,1.18246,18.52,15.161,19.996,199.44,90.0,499.44,3988.797,4985.997,4.985,90.779,30.002,58.646,405,507.993,108.156,71.82,51.224,1.031,4320000000000000.0,9.24e+16,1.38e+17,3.02e+17,6e+17,32546.56,103.059,913.0,155,0,33122,172.8995
1112,wet,1285.535683,45.03,0.22,27,713.546,1.22609,17.455,15.039,19.997,199.511,90.001,499.511,3990.214,4987.767,4.988,90.615,29.996,53.889,405,511.276,108.262,71.355,51.298,1.032,6660000000000000.0,9.24e+16,1.9e+16,3e+17,6e+17,32555.893,103.245,910.0,155,0,33133,173.06150000000002
1113,wet,1284.834866,45.04,0.22,27,695.764,1.81419,17.367,15.112,20.004,198.963,90.0,498.963,3979.257,4974.072,4.968,90.171,30.007,58.581,405,506.76,107.953,71.142,50.909,1.023,1.76e+16,9.24e+16,1.38e+17,3.01e+17,6e+17,32556.464,102.271,906.0,153,0,33111,167.741
1114,wet,1286.489972,45.02,0.217,24,711.592,1.89693,16.09,14.988,20.001,197.823,90.0,497.823,3956.458,4945.572,4.952,89.9,30.0,62.855,405,523.396,107.284,71.159,51.187,1.03,1.85e+16,9.24e+16,4.44e+16,3e+17,6e+17,32546.944,102.967,906.0,154,0,33122,171.348
1115,wet,1288.449356,45.03,0.216,23,712.814,1.72027,19.026,15.062,20.005,197.533,89.999,497.533,3950.652,4938.315,4.932,89.729,29.996,60.637,405,516.498,107.306,71.281,50.985,1.025,4580000000000000.0,9.24e+16,2.65e+17,3e+17,6e+17,32553.593,102.462,906.0,154,0,33133,170.52849999999998
1116,wet,1294.373136,45.05,0.216,23,717.163,0.96161,18.891,14.957,20.001,197.373,90.0,497.373,3947.46,4934.325,4.934,89.801,29.997,64.86,405,521.642,107.241,71.716,50.982,1.025,2.07e+16,9.24e+16,1.38e+17,3e+17,6e+17,32542.845,102.455,906.0,154,0,33211,173.06575
1117,wet,1280.249953,45.09,0.216,23,712.164,1.48912,13.788,14.995,19.997,197.358,90.001,497.358,3947.154,4933.942,4.936,89.831,30.01,62.975,405,521.579,107.288,71.216,50.985,1.025,1.85e+16,6.74e+16,1.38e+17,3e+17,6e+17,32527.163,102.462,906.0,154,0,33222,173.86599999999999
1118,wet,1289.077903,45.18,0.217,24,710.377,0.94868,18.771,14.854,20.002,197.693,90.0,497.693,3953.86,4942.325,4.949,90.172,30.003,60.745,405,521.477,107.325,71.038,51.2,1.03,9420000000000000.0,2.75e+16,8.2e+16,3.01e+17,6e+17,32568.434,103.0,907.0,154,0,33233,171.29424999999998
1119,wet,1292.04559,45.2,0.218,25,715.375,0.83591,20.701,15.053,19.995,197.488,90.0,497.488,3949.758,4937.197,4.947,90.178,29.999,54.352,405,509.597,108.454,71.537,51.137,1.028,6070000000000000.0,9.24e+16,1.38e+17,2.99e+17,6e+17,32567.933,102.843,902.0,154,0,33211,172.89375
1120,wet,1289.402966,45.21,0.218,25,710.587,1.36943,11.253,14.887,20.003,198.573,89.999,498.573,3971.455,4964.318,4.963,90.012,29.998,58.799,405,520.005,108.315,71.059,51.309,1.033,9280000000000000.0,3.51e+16,1.38e+17,3e+17,6e+17,32559.307,103.273,902.0,155,0,33222,174.24675
1121,wet,1288.453051,45.11,0.218,25,715.218,1.92633,15.286,15.031,19.995,198.627,90.0,498.627,3972.534,4965.668,4.967,90.212,29.998,58.058,405,520.787,107.713,71.522,51.166,1.029,9660000000000000.0,9.2e+16,2.24e+17,3.01e+17,6e+17,32554.618,102.915,903.0,154,0,33233,175.12949999999998
1122,wet,1286.27524,45.08,0.218,25,717.232,1.41846,12.463,15.02,20.001,198.224,90.0,498.224,3964.479,4955.598,4.964,90.309,30.004,60.924,405,521.375,107.676,71.723,51.143,1.029,2160000000000000.0,1.26e+16,1.59e+16,2.99e+17,6e+17,32552.824,102.858,902.0,154,0,33211,175.583
1123,wet,1294.057588,45.11,0.218,25,710.706,0.67979,19.767,15.055,19.999,198.239,90.001,498.239,3964.788,4955.985,4.923,89.66,30.001,62.882,405,507.903,106.946,71.071,50.825,1.021,4730000000000000.0,1.47e+16,1.38e+17,3.02e+17,6e+17,32545.179,102.062,894.0,153,0,33222,173.0265
1124,wet,1277.172287,45.12,0.218,25,718.782,0.73422,16.029,15.049,19.999,197.631,90.002,497.631,3952.625,4940.782,4.928,89.956,30.004,55.138,405,509.286,108.361,71.878,50.846,1.021,6170000000000000.0,4.01e+16,1.38e+17,3.02e+17,6e+17,32551.638,102.116,903.0,153,0,33233,171.7955
1125,wet,1281.020243,32.8,0.22,27,718.57,1.81419,17.587,15.168,20.003,197.591,89.999,497.591,3951.826,4939.783,4.936,89.9,30.003,57.793,405,516.043,107.711,71.857,51.09,1.027,1.11e+16,1.04e+17,3.33e+16,2.99e+17,6e+17,32445.897,102.725,903.0,154,0,33311,173.94250000000002
1126,wet,1292.690969,31.86,0.221,28,719.687,1.89693,16.445,14.951,20.004,197.746,90.0,497.746,3954.911,4943.639,4.947,89.884,30.003,60.378,405,520.129,107.796,71.969,51.165,1.029,1.04e+16,9.81e+16,1.38e+17,3e+17,6e+17,32439.106,102.912,903.0,154,0,33322,174.24675
1127,wet,1294.715921,39.51,0.222,29,721.081,1.72027,14.349,14.974,20.004,197.657,90.001,497.657,3953.15,4941.437,4.936,89.896,29.998,53.136,405,508.784,108.361,72.108,51.182,1.03,1.29e+16,1.22e+17,7.34e+16,3.02e+17,6e+17,32451.317,102.955,903.0,154,0,33333,174.49525
1128,wet,1288.024141,32.88,0.222,29,717.858,0.96161,16.591,14.907,20.001,197.175,90.0,497.175,3943.491,4929.364,4.932,89.681,30.006,60.551,405,520.598,107.767,71.786,51.099,1.027,8020000000000000.0,2.42e+16,1.38e+17,2.99e+17,6e+17,32458.957,102.748,903.0,154,0,33311,173.4145
1129,wet,1290.421405,38.11,0.222,29,718.895,1.48912,11.384,15.104,19.998,197.045,89.999,497.045,3940.893,4926.116,4.93,89.703,29.997,60.87,405,470.396,107.709,71.889,51.128,1.028,1.92e+16,9.24e+16,1.38e+17,3e+17,6e+17,32453.215,102.821,903.0,154,0,33322,174.19875
1130,wet,1295.417428,39.93,0.223,30,718.567,0.94868,17.44,15.081,19.998,197.415,90.001,497.415,3948.304,4935.38,4.931,89.589,29.996,56.873,405,473.291,107.784,71.857,51.073,1.027,6180000000000000.0,9.24e+16,1.38e+17,3.01e+17,6e+17,32457.056,102.682,903.0,154,0,33333,175.24175
1131,wet,1280.108459,35.63,0.223,30,724.096,0.83591,20.293,15.03,19.997,197.203,90.001,497.203,3944.064,4930.08,4.934,89.797,30.009,60.919,405,479.286,107.722,72.41,51.138,1.028,5250000000000000.0,9.24e+16,1.38e+17,3.01e+17,6e+17,32553.025,102.845,903.0,154,0,33311,171.999
1132,wet,1276.211946,28.6,0.223,30,719.496,1.36943,19.651,14.961,20.006,197.314,89.999,497.314,3946.284,4932.855,4.932,89.605,30.006,60.877,405,472.217,107.689,71.95,51.169,1.029,1.41e+16,1.1e+17,2.31e+17,3.01e+17,6e+17,32658.812,102.923,903.0,154,0,33322,172.999
1133,wet,1290.198959,34.58,0.223,30,716.874,1.92633,19.618,14.929,19.999,197.256,90.0,497.256,3945.129,4931.412,4.938,89.809,30.005,54.172,405,473.417,108.231,71.687,51.341,1.034,1.56e+16,9.24e+16,7.31e+16,2.99e+17,6e+17,32771.144,103.353,902.0,155,0,33333,175.7185
1134,wet,936.0339433,33.37,0.195,66,702.454,0.62438,12.448,15.074,19.997,199.594,90.0,497.408,4023.411,5091.006,5.011,92.114,29.994,36.797,405,517.864,105.323,72.388,51.396,1.025,9270000000000000.0,8.88e+16,1.38e+17,3.01e+17,6e+17,31617.743,104.322,891.0,152,0,22222,166.56349999999998
1135,wet,1058.102013,32.52,0.21,95,702.73,1.37233,18.485,15.097,20.005,195.839,90.0,498.089,4068.182,4862.981,5.041,91.493,29.997,51.17,365,483.867,106.947,72.414,50.402,1.042,1.45e+16,1.71e+17,1.38e+17,3.01e+17,6e+17,31073.304,104.046,894.0,155,0,22311,171.1825
1136,wet,1033.544293,35.17,0.207,121,710.805,0.79249,14.916,15.12,19.996,200.519,90.0,496.931,4108.048,4993.695,5.056,92.321,29.999,41.177,436,516.912,106.861,71.499,51.124,1.034,8320000000000000.0,1.34e+17,1.38e+17,3.03e+17,6e+17,30527.029,105.044,914.0,153,0,23111,167.77624999999998
1137,wet,1176.856373,41.25,0.203,65,702.66,1.81996,17.434,14.949,20.0,201.888,90.0,499.993,3956.855,4867.108,5.077,93.5,29.993,35.781,405,489.751,105.888,68.897,51.159,1.025,1.96e+16,9.82e+16,1.38e+17,3e+17,6e+17,31488.967,101.687,919.0,155,0,23222,169.96499999999997
1138,dry,1060.907105,42.71,0.2,83,708.294,0.9199,12.611,15.018,19.995,200.247,90.0,506.359,3959.731,5028.945,5.062,92.406,29.995,41.965,405,523.853,105.717,69.714,51.613,1.026,6850000000000000.0,1.39e+17,1.38e+17,3e+17,6e+17,32340.532,102.582,920.0,154,0,23333,170.6735
1139,dry,951.9734247,36.26,0.206,106,705.357,1.43437,18.507,14.899,20.001,205.061,90.001,495.368,3998.319,5002.267,5.119,93.069,30.008,35.574,405,490.915,109.575,71.319,51.801,1.072,9300000000000000.0,1.24e+17,1.38e+17,3.02e+17,6e+17,31485.171,104.046,914.0,153,0,31133,167.03924999999998
1140,dry,1059.954763,34.77,0.217,178,711.67,1.21607,17.346,14.825,19.998,197.799,90.0,504.906,3985.824,5126.642,5.091,92.612,30.005,32.462,365,547.14,109.492,70.351,51.802,1.046,1.28e+16,3.26e+16,1.38e+17,3e+17,6e+17,32281.227,103.846,899.0,157,0,31222,168.5675
1141,dry,1148.860688,28.1,0.211,166,715.269,0.74181,17.449,15.008,20.004,198.256,89.999,500.889,3926.592,4814.62,5.134,92.008,30.0,56.549,405,541.991,107.625,70.462,52.084,1.038,6910000000000000.0,1.18e+17,1.38e+17,3e+17,6e+17,31613.412,103.105,867.0,154,0,31311,171.64225000000002
1142,wet,973.1779988,39.92,0.206,156,699.922,0.97939,16.576,15.21,20.006,200.579,90.001,500.423,3971.44,4982.476,4.943,91.91,30.003,42.664,365,483.197,111.116,70.864,51.429,1.025,2e+16,1.35e+17,1.38e+17,2.99e+17,6e+17,31933.395,100.853,891.0,153,0,32111,169.2305
1143,dry,959.967293,32.28,0.216,44,714.436,0.77486,16.59,15.146,19.994,204.542,90.0,504.163,3989.581,5046.834,5.079,93.593,30.005,46.774,405,529.58,107.433,70.464,51.041,1.016,1.21e+16,1.46e+17,1.38e+17,3.01e+17,6e+17,32572.997,102.439,884.0,153,0,32222,165.584
1144,wet,1186.253634,32.5,0.21,148,711.998,0.51875,14.282,14.977,20.001,200.495,89.999,501.179,4093.76,4975.562,4.969,91.699,29.998,33.609,405,500.199,107.786,71.565,50.771,1.023,1.28e+16,1.39e+17,1.38e+17,2.98e+17,6e+17,30988.997,103.606,882.0,155,0,33133,168.54950000000002
1145,wet,1082.082355,22.76,0.209,109,693.95,1.19101,11.453,15.005,20.004,193.932,90.0,502.963,3972.978,5021.709,5.051,91.943,30.006,39.549,365,504.607,108.511,71.418,51.229,1.047,1.24e+16,1.66e+17,9.27e+16,2.99e+17,6e+17,31246.691,104.056,891.0,153,0,33222,165.1625
1146,dry,1085.791792,35.01,0.208,94,695.374,0.73164,15.963,14.951,20.004,198.889,89.999,501.202,3990.542,4893.284,4.951,92.601,29.989,36.083,365,481.768,106.239,70.726,51.76,1.008,2.33e+16,1.27e+17,1.38e+17,3e+17,6e+17,31441.726,101.041,914.0,152,0,33311,163.61849999999998
1147,dry,1011.354551,33.77,0.209,145,737.402,1.41868,14.517,14.949,20.004,194.997,90.003,498.961,4011.356,5027.332,5.151,92.587,30.004,44.608,405,533.321,107.513,69.644,51.526,1.026,1.56e+16,1.38e+17,1.38e+17,3.01e+17,6e+17,31784.636,98.623,879.0,155,0,11111,175.37550000000002
1148,wet,1110.513899,34.06,0.213,147,689.206,2.34062,15.651,15.104,19.994,198.542,90.0,496.098,3985.668,4931.349,4.99,91.313,29.993,42.265,436,513.857,106.96,69.784,50.415,1.043,1.55e+16,6.93e+16,1.38e+17,3e+17,6e+17,32590.331,100.715,887.0,154,0,11333,168.0265
1149,wet,1165.358359,41.5,0.212,173,708.822,2.11562,16.096,15.046,19.99,205.734,90.0,502.714,4022.502,4957.112,4.956,93.97,30.005,58.485,405,490.119,107.934,70.47,51.062,1.037,1.08e+16,2.16e+16,7.04e+16,3e+17,6e+17,30585.399,102.692,915.0,155,0,12133,170.5805
1150,dry,1152.78383,44.51,0.185,203,713.834,1.98321,18.135,15.078,20.002,201.17,90.002,500.234,4012.915,4970.133,5.06,91.436,30.008,40.862,365,512.337,109.647,69.714,52.005,1.041,1.17e+16,6.61e+16,1.38e+17,3.01e+17,6e+17,31756.475,104.722,922.0,151,0,12311,169.30849999999998
1151,dry,954.0907483,30.27,0.214,144,720.384,1.36377,15.542,14.997,19.997,201.087,90.001,495.148,4033.884,4991.406,5.083,91.737,30.009,12.635,436,507.826,103.407,71.678,51.297,1.023,1.6e+16,1.35e+17,1.38e+17,2.99e+17,6e+17,30418.922,103.391,890.0,157,1,13111,164.221
1152,dry,1032.720007,40.95,0.228,114,704.562,0.64254,14.514,14.943,19.994,197.947,90.0,503.102,4074.752,5024.075,5.0,95.216,29.997,39.491,365,498.218,107.116,71.108,51.82,1.041,1.1e+16,1.68e+17,1.38e+17,3.01e+17,6e+17,31410.459,104.351,905.0,154,0,13222,165.7155
1153,dry,1178.657464,30.51,0.199,24,721.147,1.06283,15.145,15.055,20.006,197.32,90.0,499.877,3975.994,4944.217,4.928,90.469,30.004,40.003,405,486.925,108.228,69.37,51.096,1.022,9310000000000000.0,7.49e+16,1.38e+17,3.01e+17,6e+17,32178.83,102.592,909.0,157,0,13333,171.36175
1154,wet,1102.427433,31.07,0.208,187,704.535,1.76504,9.497,15.075,20.002,204.119,90.0,499.05,4040.881,4900.149,5.01,92.9,29.999,48.496,436,478.867,108.068,70.939,51.357,1.033,1.68e+16,7.88e+16,1.38e+17,3.01e+17,6e+17,33085.183,101.153,858.0,153,0,21133,168.25875
1155,wet,993.5121451,36.9,0.202,80,715.659,1.11564,14.014,14.949,19.995,201.169,89.999,503.535,3957.1,5065.311,5.036,90.335,29.995,60.983,365,524.896,108.843,72.38,50.795,1.037,1.45e+16,1.32e+17,1.1e+17,3.03e+17,6e+17,30972.523,104.541,904.0,155,0,21222,169.68975
1156,dry,1048.45687,35.45,0.196,32,711.146,1.11078,15.099,15.026,20.003,199.123,90.001,497.264,4070.621,4894.696,5.046,91.524,30.01,46.862,365,504.806,108.156,69.226,50.722,1.027,9390000000000000.0,1.77e+17,1.38e+17,3.01e+17,6e+17,31807.558,102.336,932.0,155,0,21311,165.38649999999998
1157,dry,1013.523745,38.34,0.217,148,715.371,1.42549,18.091,14.983,20.003,204.107,90.001,500.541,4152.677,5084.34,4.881,93.523,30.003,41.583,365,548.78,107.644,69.731,50.691,1.048,5630000000000000.0,1.28e+17,1.38e+17,3e+17,6e+17,30912.449,103.123,928.0,156,0,22111,170.14275
1158,wet,1169.93068,28.53,0.202,173,718.435,1.33132,15.6,14.918,19.999,200.389,90.0,498.193,4022.818,5047.624,4.987,92.635,29.998,38.5,405,512.505,107.739,70.799,50.982,1.004,1.47e+16,1.69e+17,1.38e+17,3.03e+17,6e+17,32605.348,104.08,891.0,152,0,22222,175.05874999999997
1159,wet,1071.003337,43.12,0.195,116,711.971,1.76392,14.93,14.98,20.0,200.739,90.0,503.645,4003.558,5053.991,5.115,91.418,30.002,34.302,365,539.554,106.868,71.364,50.746,1.039,8720000000000000.0,3.87e+16,1.38e+17,2.98e+17,6e+17,31458.025,102.97,904.0,156,0,22333,163.09275
1160,dry,1102.810127,38.08,0.212,122,706.134,0.86589,19.501,15.08,19.997,201.554,90.0,502.111,3963.457,5128.554,5.024,92.661,29.996,42.127,365,494.199,109.12,69.199,51.267,1.038,1.32e+16,5.76e+16,1.38e+17,2.99e+17,6e+17,32346.439,100.22,913.0,151,0,23133,164.2585
1161,wet,1277.494661,44.91,0.223,30,722.888,1.06819,17.936,15.045,20.002,201.68,90.001,501.68,4033.594,5041.992,5.043,92.103,30.005,48.23581404,405,512.4953825,108.4749579,72.289,51.79,1.045,1.18e+16,9.24e+16,1.38e+17,3e+17,6e+17,32437.886,104.475,901.1280846,157,1,12222,173.322
1162,wet,1273.898222,44.97,0.221,28,718.015,0.71782,15.886,14.988,20.003,203.015,89.999,503.015,4060.308,5075.385,5.115,92.854,29.993,50.69,405,495.893,109.608,71.801,51.787,1.045,1.12e+16,4.36e+16,1.38e+17,3.01e+17,6e+17,32456.369,104.468,861.0,157,0,12333,175.20374999999999
