Unnamed: 0,No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
1621,NOLSM299122299,2,Etching,288,1639,3693,5715,69.676,51.752,1.052,12,29,28-02-2019
1622,NOLSM300123300,3,Etching,308,1609,3648,5685,69.441,51.497,1.053,12,30,28-02-2019
1623,NOLSM301124301,1,Etching,398,1537,3674,5726,71.211,50.803,1.056,12,31,28-02-2019
1624,NOLSM302125302,2,Etching,456,1376,3638,5728,70.614,51.156,1.01,12,32,28-02-2019
1625,NOLSM303126303,3,Etching,280,1567,3661,5735,71.089,51.154,1.016,12,33,28-02-2019
1626,NOLSM304127304,1,Etching,181,1539,3641,5734,70.74,51.476,1.02,12,34,28-02-2019
1627,NOLSM305128305,2,Etching,425,1582,3612,5729,71.593,50.632,1.034,12,35,28-02-2019
1628,NOLSM306129306,3,Etching,436,1686,3669,5711,70.888,51.471,1.034,12,36,28-02-2019
1629,NOLSM3071210307,1,Etching,495,1480,3651,5731,71.388,51.302,1.041,12,37,28-02-2019
1630,NOLSM3081211308,2,Etching,514,1545,3662,5688,70.326,51.204,1.001,12,38,28-02-2019
1631,NOLSM3091212309,3,Etching,198,1471,3664,5706,70.378,50.793,1.035,12,39,28-02-2019
1632,NOLSM3101213310,1,Etching,446,1606,3633,5733,68.999,50.437,1.026,12,40,28-02-2019
1633,NOLSM3111214311,2,Etching,179,1469,3643,5728,70.143,51.22,1.027,12,41,28-02-2019
1634,NOLSM3121215312,3,Etching,154,1518,3648,5700,69.56,50.946,1.018,12,42,28-02-2019
1635,NOLSM3131216313,1,Etching,445,1522,3594,5732,71.881,51.695,1.009,12,43,28-02-2019
1636,NOLSM3141217314,2,Etching,462,1696,3670,5710,70.734,51.522,1.057,12,44,28-02-2019
1637,NOLSM3151218315,3,Etching,325,1402,3656,5698,70.305,50.901,1.03,12,45,28-02-2019
1638,NOLSM3161219316,1,Etching,401,1479,3679,5723,71.185,51.489,1.028,12,46,28-02-2019
1639,NOLSM3171220317,2,Etching,245,1498,3621,5743,70.408,50.432,1.052,12,47,28-02-2019
1640,NOLSM3181221318,3,Etching,300,1497,3629,5687,70.8,50.975,1.033,12,48,28-02-2019
1641,NOLSM3191222319,1,Etching,498,1363,3632,5713,70.27,51.249,1.035,12,49,28-02-2019
1642,NOLSM3201223320,2,Etching,425,1467,3664,5747,70.338,51.521,1.021,12,50,28-02-2019
1643,NOLSM3211224321,3,Etching,501,1222,3651,5715,71.649,51.753,1.029,12,51,28-02-2019
1644,NOLSM3221225322,1,Etching,349,1504,3674,5719,71.803,49.778,1.013,12,52,28-02-2019
1645,NOLSM3231226323,2,Etching,578,1501,3660,5728,70.276,51.213,1.017,12,53,28-02-2019
1646,NOLSM3241227324,3,Etching,670,1538,3657,5709,71.456,50.481,1.037,12,54,28-02-2019
1647,NOLSM838321838,1,Etching,207,1481,3659,5726,71.756,50.712,1.018,32,28,28-02-2019
1648,NOLSM839322839,2,Etching,212,1588,3667,5750,72.353,50.985,1.025,32,29,28-02-2019
1649,NOLSM840323840,3,Etching,218,1441,3658,5705,72.067,50.812,1.02,32,30,28-02-2019
1650,NOLSM841324841,1,Etching,177,1441,3661,5708,72.209,50.964,1.024,32,31,28-02-2019
1651,NOLSM842325842,2,Etching,221,1402,3658,5724,72.044,50.635,1.016,32,32,28-02-2019
1652,NOLSM843326843,3,Etching,175,1353,3645,5693,70.624,50.678,1.017,32,33,28-02-2019
1653,NOLSM844327844,1,Etching,236,1515,3656,5704,71.237,50.504,1.013,32,34,28-02-2019
1654,NOLSM845328845,2,Etching,151,1363,3646,5727,71.046,50.519,1.013,32,35,28-02-2019
1655,NOLSM846329846,3,Etching,207,1344,3648,5706,70.859,50.471,1.012,32,36,28-02-2019
1656,NOLSM8473210847,1,Etching,212,1520,3655,5734,71.294,50.294,1.007,32,37,28-02-2019
1657,NOLSM8483211848,2,Etching,218,1510,3655,5726,71.55,50.601,1.015,32,38,28-02-2019
1658,NOLSM8493212849,3,Etching,177,1433,3643,5690,70.718,50.424,1.011,32,39,28-02-2019
1659,NOLSM8503213850,1,Etching,221,1472,3649,5700,71.295,50.602,1.015,32,40,28-02-2019
1660,NOLSM8513214851,2,Etching,175,1341,3646,5722,71.199,50.544,1.014,32,41,28-02-2019
1661,NOLSM8523215852,3,Etching,202,1430,3656,5735,71.624,50.576,1.014,32,42,28-02-2019
1662,NOLSM298121,1,Etching,13,1417,3665,5707,73.064,51.037,1.019,12,1,28-02-2019
1663,NOLSM299122,3,Etching,288,1639,3693,5715,69.676,51.752,1.035,12,2,28-02-2019
1664,NOLSM300123,3,Etching,308,1609,3648,5685,69.441,51.497,1.032,12,3,28-02-2019
1665,NOLSM301124,2,Etching,398,1537,3674,5726,71.211,50.803,1.04,12,4,28-02-2019
1666,NOLSM302125,1,Etching,456,1376,3638,5728,70.614,51.156,1.01,12,5,28-02-2019
1667,NOLSM303126,1,Etching,280,1567,3661,5735,71.089,51.154,1.016,12,6,28-02-2019
1668,NOLSM304127,2,Etching,181,1539,3641,5734,70.74,51.476,1.02,12,7,28-02-2019
1669,NOLSM305128,3,Etching,425,1582,3612,5729,71.593,50.632,1.034,12,8,28-02-2019
1670,NOLSM306129,3,Etching,436,1686,3669,5711,70.888,51.471,1.034,12,9,28-02-2019
1671,NOLSM3071210,2,Etching,495,1480,3651,5731,71.388,51.302,1.041,12,10,28-02-2019
1672,NOLSM3081211,1,Etching,514,1545,3662,5688,70.326,51.204,1.001,12,11,28-02-2019
1673,NOLSM3091212,1,Etching,198,1471,3664,5706,70.378,50.793,1.035,12,12,28-02-2019
1674,NOLSM3101213,2,Etching,446,1606,3633,5733,68.999,50.437,1.026,12,13,28-02-2019
1675,NOLSM3111214,3,Etching,179,1469,3643,5728,70.143,51.22,1.027,12,14,28-02-2019
1676,NOLSM3121215,2,Etching,154,1518,3648,5700,69.56,50.946,1.018,12,15,28-02-2019
1677,NOLSM3131216,1,Etching,445,1522,3594,5732,71.881,51.695,1.009,12,16,28-02-2019
1678,NOLSM3141217,1,Etching,462,1696,3670,5710,70.734,51.522,1.057,12,17,28-02-2019
1679,NOLSM3151218,2,Etching,325,1402,3656,5698,70.305,50.901,1.03,12,18,28-02-2019
1680,NOLSM3161219,3,Etching,401,1479,3679,5723,71.185,51.489,1.028,12,19,28-02-2019
1681,NOLSM3171220,3,Etching,245,1498,3621,5743,70.408,50.432,1.052,12,20,28-02-2019
1682,NOLSM3181221,2,Etching,300,1497,3629,5687,70.8,50.975,1.033,12,21,28-02-2019
1683,NOLSM3191222,1,Etching,498,1363,3632,5713,70.27,51.249,1.035,12,22,28-02-2019
1684,NOLSM3201223,1,Etching,425,1467,3664,5747,70.338,51.521,1.021,12,23,28-02-2019
1685,NOLSM3211224,2,Etching,501,1222,3651,5715,71.649,51.753,1.029,12,24,28-02-2019
1686,NOLSM3221225,3,Etching,349,1504,3674,5719,71.803,49.778,1.013,12,25,28-02-2019
1687,NOLSM3231226,3,Etching,578,1501,3660,5728,70.276,51.213,1.017,12,26,28-02-2019
1688,NOLSM3241227,2,Etching,670,1538,3657,5709,71.456,50.481,1.037,12,27,28-02-2019
1689,NOLSM838321,2,Etching,277,1486,3659,5726,71.756,50.712,1.018,32,1,28-02-2019
1690,NOLSM839322,1,Etching,252,1424,3667,5750,72.353,50.985,1.025,32,2,28-02-2019
1691,NOLSM840323,1,Etching,204,1412,3658,5705,72.067,50.812,1.02,32,3,28-02-2019
1692,NOLSM841324,2,Etching,154,1449,3661,5708,72.209,50.964,1.024,32,4,28-02-2019
1693,NOLSM842325,3,Etching,207,1327,3658,5724,72.044,50.635,1.016,32,5,28-02-2019
1694,NOLSM843326,3,Etching,183,1353,3645,5693,70.624,50.678,1.017,32,6,28-02-2019
1695,NOLSM844327,2,Etching,249,1515,3656,5704,71.237,50.504,1.013,32,7,28-02-2019
1696,NOLSM845328,1,Etching,141,1363,3646,5727,71.046,50.519,1.013,32,8,28-02-2019
1697,NOLSM846329,1,Etching,208,1344,3648,5706,70.859,50.471,1.012,32,9,28-02-2019
1698,NOLSM8473210,2,Etching,230,1520,3655,5734,71.294,50.294,1.007,32,10,28-02-2019
1699,NOLSM8483211,3,Etching,177,1510,3655,5726,71.55,50.601,1.015,32,11,28-02-2019
1700,NOLSM8493212,3,Etching,180,1433,3643,5690,70.718,50.424,1.011,32,12,28-02-2019
1701,NOLSM8503213,2,Etching,142,1472,3649,5700,71.295,50.602,1.015,32,13,28-02-2019
1702,NOLSM8513214,1,Etching,127,1341,3646,5722,71.199,50.544,1.014,32,14,28-02-2019
1703,NOLSM8523215,1,Etching,193,1430,3656,5735,71.624,50.576,1.014,32,15,28-02-2019
