No_Die,Lot_Num,Wafer_Num,Datetime,Ox_Chamber,type,Temp_OXid,ppm,Pressure,Oxid_time,thickness,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target
NOLSM6352414,24,14,20-02-2019,2,dry,872.7767325,22.23,0.213,220,710.17,2,0.9502,16.374,14.997,19.996,203.344,90.001,503.344,4066.887,5083.608,5.1,92.621,29.997,1,48.128,405,508.704,109.117,1,142,1493,3638,5707,71.017,51.995,1.05,1,1.33E+16,8.59E+16,1.18E+17,2.99E+17,6.00E+17,32298.052,104.988,909,157,63
NOLSM6362415,24,15,20-02-2019,2,dry,873.2619609,22.24,0.213,220,710.145,2,0.89346,16.167,15.02,19.999,203.162,90,503.162,4063.243,5079.054,5.074,92.824,29.995,2,48.257,405,499.89,109.157,2,342,1464,3647,5691,71.014,51.77,1.044,2,1.14E+16,1.10E+17,1.38E+17,3.01E+17,6.00E+17,32301.209,104.424,909,157,150
NOLSM6372416,24,16,20-02-2019,2,dry,872.734309,22.23,0.212,219,709.285,2,0.86659,16.646,15.058,20.001,203.358,90.001,503.358,4067.162,5083.952,5.082,92.433,30,3,56.745,405,507.749,108.508,3,228,1340,3638,5707,70.929,51.7,1.042,3,1.44E+16,1.99E+16,1.38E+17,3.01E+17,6.00E+17,32299.831,104.249,909,156,72
NOLSM6382417,24,17,20-02-2019,2,dry,872.8679334,22.24,0.213,220,710.068,3,0.89031,16.911,14.957,19.998,202.24,90,502.24,4044.792,5055.99,5.065,92.629,29.988,2,47.979,405,501.808,109.211,2,268,1392,3642,5687,71.007,51.681,1.042,2,1.41E+16,9.51E+16,1.38E+17,3.02E+17,6.00E+17,32303.551,104.201,910,156,102
NOLSM6392418,24,18,20-02-2019,2,dry,872.7142818,22.22,0.214,221,710.381,3,0.99883,16.17,14.994,19.997,203.158,90.001,503.158,4063.154,5078.943,5.071,92.356,29.999,3,57.05,405,508.53,108.452,1,225,1383,3643,5691,71.038,51.663,1.042,1,1.40E+16,1.11E+17,8.27E+16,3.00E+17,6.00E+17,32296.526,104.157,909,156,108
NOLSM6402419,24,19,20-02-2019,3,dry,871.7241738,22.16,0.212,219,708.853,1,0.95502,16.625,15.023,20.004,202.01,90,502.01,4040.198,5050.247,5.062,92.422,29.994,1,49.564,405,514.864,108.944,1,137,1472,3636,5704,70.885,51.633,1.041,1,1.09E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32297.235,104.083,909,156,51
NOLSM6412420,24,20,20-02-2019,3,dry,871.6366975,22.16,0.213,220,709.539,1,0.72675,17.051,15.032,20.002,202.28,90,502.28,4045.605,5057.006,5.065,92.611,29.999,3,55.576,405,511.264,109.011,3,214,1450,3641,5684,70.954,51.613,1.04,3,1.52E+16,7.30E+16,1.69E+17,3.00E+17,6.00E+17,32297.616,104.032,909,156,93
NOLSM6422421,24,21,20-02-2019,3,dry,872.3056106,22.16,0.213,220,709.879,2,1.11628,17.129,15.055,20.002,201.983,90,501.983,4039.651,5049.563,5.053,92.373,29.999,1,48.845,405,513.053,109.038,3,223,1588,3640,5712,70.988,51.604,1.04,3,1.27E+16,3.73E+16,1.38E+17,2.99E+17,6.00E+17,32301.908,104.011,909,156,81
NOLSM6432422,24,22,20-02-2019,3,dry,871.707377,22.17,0.214,221,710.548,2,0.87753,17.282,14.95,20.003,202.338,90,502.338,4046.759,5058.449,5.06,93.038,29.985,2,48.324,405,513.13,109.912,2,222,1284,3638,5730,71.055,51.645,1.041,2,1.79E+16,4.12E+16,5.38E+16,3.03E+17,6.00E+17,32299.834,104.113,909,156,54
NOLSM6442423,24,23,20-02-2019,3,dry,872.4818912,22.17,0.215,222,711.942,2,0.66878,16.531,15.075,19.999,203.959,89.999,503.959,4079.187,5098.983,5.087,92.576,30.002,3,53.728,405,505.909,109.309,1,164,1339,3639,5732,71.194,51.987,1.05,1,3.98E+15,3.84E+16,5.89E+16,3.00E+17,6.00E+17,32299.948,104.968,909,157,51
NOLSM6452424,24,24,20-02-2019,3,dry,872.2534841,22.18,0.215,222,711.872,3,1.08194,16.621,14.926,19.998,202.405,90,502.405,4048.101,5060.126,5.066,92.499,30.005,1,47.749,405,509.381,109.183,1,243,1433,3644,5693,71.187,51.785,1.045,1,1.91E+16,9.28E+16,1.38E+17,2.99E+17,6.00E+17,32299.617,104.463,910,157,111
NOLSM6462425,24,25,20-02-2019,3,dry,872.4469835,22.19,0.214,221,710.775,3,0.97498,17.176,15.065,20.001,202.588,90,502.588,4051.752,5064.69,5.065,92.258,30,2,50.093,405,512.074,109.011,2,157,1337,3638,5728,71.077,51.72,1.043,2,2.17E+16,1.49E+17,1.94E+17,3.00E+17,6.00E+17,32293.932,104.301,909,156,54
NOLSM6472426,24,26,20-02-2019,3,dry,873.4705382,22.26,0.225,232,721.722,3,1.05555,16.11,14.963,20.004,198.923,89.999,498.923,3978.459,4973.074,4.975,90.091,30,3,61.368,405,519.636,107.591,3,136,1367,3645,5704,72.172,51.255,1.031,3,1.58E+16,1.47E+17,1.62E+17,3.00E+17,6.00E+17,32044.174,103.139,923,155,51
NOLSM6482427,24,27,20-02-2019,1,dry,873.8377269,22.29,0.226,233,722.271,1,1.36759,17.506,14.966,20,197.466,89.999,497.466,3949.317,4936.647,4.922,89.458,30.001,1,57.386,405,518.219,107.789,3,135,1421,3646,5700,72.227,51.229,1.031,3,2.28E+15,2.62E+15,1.17E+17,3.00E+17,6.00E+17,32057.073,103.072,906,155,15
NOLSM10951109,5,28,21-02-2019,2,wet,1065.818868,40.51,0.211,77,696.504,2,1.31556,18.3,15.1,19.997,201.257,90.001,504.231,4035.394,5026.31,5.028,90.872,29.995,1,23.208,436,518.141,111.269,1,431,1761,3654,5713,71.672,50.522,1.038,1,8.47E+15,8.05E+16,1.38E+17,2.98E+17,6.00E+17,32034.605,104.846,896,158,156
NOLSM11052110,5,29,21-02-2019,2,wet,989.7590867,28.29,0.221,117,718.15,2,1.87115,13.098,15.025,20.001,198.825,89.999,500.053,3952.67,5015.85,5.039,92.275,29.998,1,54.338,365,503.62,109.516,2,542,1508,3672,5703,70.494,50.114,1.028,2,1.65E+16,1.04E+17,1.38E+17,3.01E+17,6.00E+17,32403.77,105.045,912,154,200
NOLSM11153111,5,30,21-02-2019,2,wet,1033.630108,25.43,0.198,128,703.168,2,1.21277,14.994,15.001,20.007,197.121,89.998,500.402,3972.34,5077.469,5.033,91.338,29.993,1,21.793,365,577.168,108.003,3,139,1558,3663,5722,68.85,51.053,1.064,3,1.13E+16,7.23E+16,1.38E+17,3.00E+17,6.00E+17,31560.731,105.841,875,154,93
NOLSM11254112,5,31,21-02-2019,2,dry,1170.445725,32.03,0.209,138,711.745,2,1.15164,15.261,14.931,20.001,200.823,89.999,494.976,4017.144,5119.234,5.072,90.277,30.005,1,44.624,436,533.649,107.582,1,478,1358,3670,5704,69.606,51.317,1.048,1,1.99E+16,9.90E+16,1.38E+17,3.02E+17,6.00E+17,29604.262,104.261,916,153,116
NOLSM11355113,5,32,21-02-2019,2,dry,993.6729108,34.94,0.219,127,708.118,2,1.77366,16.651,15.044,20.001,196.001,90,499.243,4072.913,5022.182,4.973,93.44,30.001,1,47.453,405,518.448,107.283,2,489,1552,3662,5702,70.172,51.528,1.034,2,1.33E+16,1.36E+17,1.09E+17,3.00E+17,6.00E+17,31732.122,103.62,880,156,203
NOLSM11456114,5,33,21-02-2019,2,dry,1087.430643,45.96,0.187,145,708.257,2,1.48367,13.638,15.021,20.005,198.211,90.001,501.188,4084.939,4947.659,4.968,93.614,30.001,1,27.299,365,520.567,106.797,3,551,1507,3699,5684,70.712,51.122,1.044,3,1.24E+16,1.89E+16,2.82E+17,3.01E+17,6.00E+17,31858.818,102.678,893,150,168
NOLSM11557115,5,34,21-02-2019,2,wet,998.2329257,33.73,0.222,72,696.21,2,1.93673,15.127,14.979,19.996,198.999,90.001,493.336,4045.078,5011.734,4.961,93.29,30.003,1,33.684,365,500.336,108.757,1,315,1560,3688,5742,70.795,51.131,1.035,1,8.74E+15,1.33E+16,1.38E+17,3.00E+17,6.00E+17,32187.195,102.447,914,153,151
NOLSM11658116,5,35,21-02-2019,2,wet,1132.525317,34.79,0.197,127,708.267,2,0.90966,16.414,15.106,19.993,201.92,89.998,499.417,4010.176,5021.166,4.967,93.298,30.002,1,54.952,365,489.645,107.222,2,121,1605,3671,5717,69.468,51.951,1.019,2,1.28E+16,6.20E+16,1.38E+17,3.02E+17,6.00E+17,30856.694,103.236,877,156,79
NOLSM11759117,5,36,21-02-2019,2,dry,925.7399869,34.18,0.212,53,709.319,2,0.7098,11.936,15.004,19.997,202.265,89.999,501.817,4018.743,5027.501,4.959,91.902,30.005,1,56.691,405,498.478,109.438,3,289,1662,3672,5712,71.293,51.856,1.007,3,9.60E+15,3.85E+16,1.38E+17,2.98E+17,6.00E+17,32042.018,103.967,917,154,117
NOLSM118510118,5,37,21-02-2019,2,wet,1221.978211,33.83,0.196,72,720.601,2,2.09636,21.373,15.057,20.001,197.708,90,502.391,4126.569,5006.296,4.997,90.552,29.999,2,40.55,436,548.142,108.609,1,421,1464,3691,5699,69.722,50.874,1.042,1,1.38E+16,8.86E+16,1.38E+17,3.01E+17,6.00E+17,31289.639,102.991,912,154,119
NOLSM119511119,5,38,21-02-2019,2,dry,1041.412846,31.29,0.204,28,727.564,2,1.73176,15.277,15.01,19.996,204.744,89.999,507.183,4085.753,4983.395,4.988,92.566,29.999,2,63.703,365,508.108,108.03,2,580,1593,3683,5715,69.98,50.826,1.028,2,1.30E+16,3.71E+16,1.38E+17,3.01E+17,6.00E+17,32524.693,101.322,903,154,235
NOLSM120512120,5,39,21-02-2019,2,dry,1024.000334,34.64,0.216,46,704.981,2,1.0965,15.312,15.07,19.999,205.209,89.999,501.286,4057.629,5098.876,5.1,91.778,30.001,2,45.908,365,495.644,110.294,3,298,1320,3684,5704,71.553,51.98,1.005,3,1.28E+16,6.14E+16,1.38E+17,2.99E+17,6.00E+17,32057.54,101.394,910,162,126
NOLSM121513121,5,40,21-02-2019,2,wet,1118.918658,33.95,0.205,130,704.261,2,0.94524,13.894,15.116,19.999,199.499,90,503.396,4075.213,4973.462,4.98,92.347,29.992,2,32.526,405,513.586,104.707,1,220,1489,3602,5737,70.388,50.448,1.022,1,6.99E+15,1.25E+17,2.20E+17,3.03E+17,6.00E+17,32900.689,103.55,913,156,62
NOLSM122514122,5,41,21-02-2019,2,wet,1161.359907,39.06,0.206,145,710.897,2,1.74314,16.37,15.025,20,195.352,90.001,501.423,4030.034,5083.912,4.907,90.966,29.999,2,28.975,436,528.057,108.473,2,28,1376,3653,5717,69.352,50.88,1.059,2,1.26E+16,7.82E+16,1.23E+17,3.01E+17,6.00E+17,31640.442,105.17,918,153,39
NOLSM123515123,5,42,21-02-2019,2,dry,1189.899925,37.39,0.209,36,715.956,2,0.52966,17.277,14.828,20.002,200.66,89.999,501.079,4069.518,5048.748,4.927,94.668,29.996,2,30.132,365,505.191,108.774,3,278,1476,3647,5708,70.919,50.58,1.024,3,3.99E+15,1.20E+17,1.21E+17,2.99E+17,6.00E+17,31856.772,102.377,883,156,98
NOLSM124516124,5,43,21-02-2019,2,wet,1077.47929,31.85,0.204,162,696.61,2,0.31926,16.67,15,19.994,199.982,90,501.572,3981.754,5045.605,4.951,92.262,29.986,2,47.893,405,513.879,106.167,1,385,1485,3655,5734,71.883,50.859,1.038,1,1.97E+15,1.16E+17,1.38E+17,2.99E+17,6.00E+17,32050.437,101.995,894,155,94
NOLSM125517125,5,44,21-02-2019,2,dry,1183.281025,34.65,0.216,41,712.668,2,0.67018,14.098,14.961,19.997,198.47,90,497.102,4012.451,5045.011,5.013,90.449,29.999,2,53.539,365,541.012,107.664,2,169,1523,3664,5708,70.497,51.628,1.027,2,1.63E+16,2.13E+17,1.38E+17,3.02E+17,6.00E+17,31710.986,105.264,930,152,89
NOLSM126518126,5,45,21-02-2019,2,dry,1150.641851,31.13,0.206,31,690.617,2,1.12362,14.436,14.957,20.009,204.42,90.001,500.154,4093.798,5014.006,5.072,93.591,29.99,2,49.319,365,502.299,107.25,3,345,1433,3658,5713,70.278,51.436,1.035,3,1.17E+16,5.35E+16,1.38E+17,3.01E+17,6.00E+17,31155.426,104.162,888,153,50
NOLSM127519127,5,46,21-02-2019,2,dry,1194.628091,28.68,0.21,150,703.181,2,1.62494,12.82,15.092,20.001,204.484,90,501.394,4014.388,4827.04,4.925,92.35,29.995,3,56.109,365,496.44,108.236,1,181,1347,3659,5703,70.938,51.553,1.051,1,4.15E+15,8.83E+16,1.38E+17,3.00E+17,6.00E+17,31707.301,104.286,903,153,75
NOLSM128520128,5,47,21-02-2019,2,wet,1182.711776,34.78,0.218,199,709.507,2,1.18246,17.163,14.785,19.995,203.145,90.001,496.487,3965.084,5068.244,5.012,89.841,29.999,3,14.844,405,523.143,105.975,2,230,1508,3661,5706,70.906,51.745,1.01,2,6.97E+15,1.18E+17,1.38E+17,3.00E+17,6.00E+17,31921.289,103.014,889,156,104
NOLSM129521129,5,48,21-02-2019,2,dry,1004.960179,36.11,0.191,143,711.843,2,1.22609,12.729,14.934,20,195.579,89.998,501.655,4026.686,5014.44,5.066,90.887,30.001,3,45.605,365,535.391,108.121,3,220,1313,3662,5699,72.843,51.147,1.03,3,1.10E+16,1.50E+17,1.82E+17,3.00E+17,6.00E+17,31234.441,103.453,883,153,85
NOLSM130522130,5,49,21-02-2019,2,wet,963.4119029,35.46,0.187,100,681.435,2,1.81419,14.748,15.08,19.999,196.382,90.001,495.986,4007.021,4980.246,5.094,93.99,29.997,3,29.622,405,582.878,109.443,1,609,1525,3634,5751,71.108,50.614,1.029,1,1.29E+16,5.57E+16,1.38E+17,3.00E+17,6.00E+17,30801.679,104.564,932,157,127
NOLSM131523131,5,50,21-02-2019,2,wet,1185.526056,34.89,0.208,158,710.413,2,1.89693,14.611,14.992,19.994,196.599,90,500.442,3913.49,5001.761,4.973,91.432,30.003,3,23.274,405,526.716,105.333,2,307,1458,3657,5700,71.219,51.523,1.013,2,1.33E+16,8.73E+16,1.38E+17,3.01E+17,6.00E+17,33283.059,100.908,896,154,96
NOLSM132524132,5,51,21-02-2019,2,wet,1175.523645,30.81,0.216,131,689.252,2,1.72027,15.808,14.88,19.997,197.555,89.999,502.263,3993.101,5074.118,5.033,90.716,30.003,3,46.035,436,492.66,109.224,3,537,1461,3641,5692,71.092,50.679,1.03,3,1.52E+16,9.85E+16,1.38E+17,2.99E+17,6.00E+17,31856.143,102.064,914,153,127
NOLSM133525133,5,52,21-02-2019,2,wet,1028.266933,33.82,0.187,67,709.639,2,0.96161,14.678,14.881,19.998,197.98,90,503.423,4022.215,4918.574,5.01,91.008,30.014,3,41.096,405,523.452,106.604,1,248,1597,3636,5714,71.186,51.128,1.032,1,7.86E+15,6.50E+16,1.38E+17,3.01E+17,6.00E+17,31565.934,104.243,904,158,59
NOLSM134526134,5,53,21-02-2019,2,wet,1101.313072,34.04,0.215,35,714.163,2,1.48912,16.811,14.97,19.993,197.183,90,498.509,3979.993,5070.442,4.975,91.317,29.998,3,33.021,365,514.377,108.223,2,501,1521,3624,5712,71.554,50.902,1.022,2,1.07E+16,9.39E+16,2.81E+17,3.00E+17,6.00E+17,32131.098,105.338,879,155,111
NOLSM135527135,5,54,21-02-2019,2,dry,1091.831053,32.41,0.208,41,695.852,2,0.94868,14.953,14.917,20.009,197.908,89.999,495.402,3991.521,4936.656,5.058,92.819,29.984,3,30.746,436,522.227,106.178,3,302,1553,3661,5705,69.23,51.433,0.984,3,1.21E+16,9.47E+16,1.38E+17,3.00E+17,6.00E+17,32248.673,100.598,921,156,71
NOLSM649251649,25,28,21-02-2019,3,dry,878.4329566,22.19,0.194,230,719.379,1,2.03116,20.701,15.094,20.001,195.341,90,495.341,3957.086,4883.521,4.881,89.694,30.006,1,57.403,405,512.261,108.107,1,151,1436,3645,5729,71.938,51.178,1.029,1,2.00E+16,9.24E+16,9.62E+16,2.99E+17,6.00E+17,32054.907,102.945,909,154,54
NOLSM650252650,25,29,21-02-2019,3,dry,887.2207937,22.21,0.203,233,722.459,1,1.41751,11.253,14.899,19.997,196.77,90,496.77,4087.957,4919.253,4.911,89.355,29.988,1,69.025,405,504.412,106.524,2,207,1392,3650,5725,72.246,50.8,1.02,2,1.29E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32052.091,102.001,915,153,84
NOLSM651253651,25,30,21-02-2019,3,dry,877.4503679,22.21,0.205,230,719.559,1,1.76579,15.286,15.092,20.002,195.659,89.999,495.659,4025.484,4891.468,4.913,89.475,29.991,1,64.644,405,504.392,106.671,3,212,1517,3659,5699,71.956,50.833,1.021,3,7.34E+15,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32045.703,102.084,915,153,30
NOLSM652254652,25,31,21-02-2019,3,dry,874.4379354,22.21,0.203,32,719.317,1,1.69291,12.463,14.903,19.995,195.771,89.998,495.771,4036.876,4894.269,4.888,89.434,29.986,1,67.347,405,504.214,106.714,1,218,1607,3678,5728,71.932,50.691,1.017,1,7.36E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32045.121,101.727,914,153,48
NOLSM653255653,25,32,21-02-2019,3,dry,874.7314997,22.2,0.212,32,720.125,1,1.7588,19.767,14.97,20.003,195.923,90,495.923,4014.071,4898.073,4.888,88.551,29.993,1,71.766,405,506.76,105.504,2,177,1652,3689,5714,72.013,50.536,1.013,2,1.19E+16,9.24E+16,1.38E+17,2.98E+17,6.00E+17,32045.65,101.34,902,152,15
NOLSM654256654,25,33,21-02-2019,3,dry,877.6308167,22.35,0.212,32,716.577,1,2.2278,16.029,15.017,19.995,193.983,90.001,493.983,3985.686,4849.571,4.835,89.203,29.998,1,62.728,405,503.366,106.95,3,221,1435,3659,5705,71.658,50.211,1.005,3,4.19E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32059.916,100.528,919,151,237
NOLSM655257655,25,34,21-02-2019,3,dry,884.0187997,22.41,0.205,32,723.192,1,2.0681,17.587,14.921,19.999,194.585,90.001,494.585,4047.541,4864.629,4.875,88.604,30.005,1,57.834,405,515.079,108.066,1,175,1643,3691,5702,72.319,51.308,1.033,1,7.58E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32050.475,103.27,923,155,495
NOLSM656258656,25,35,21-02-2019,3,dry,888.4723598,22.36,0.21,31,724.192,1,2.30231,16.445,14.861,19.998,194.244,89.999,494.244,3955.393,4856.103,4.843,89.301,29.995,1,58.547,405,505.267,108.184,2,642,1726,3693,5719,72.419,51.39,1.035,2,1.02E+16,9.24E+16,2.24E+17,2.98E+17,6.00E+17,32054.103,103.474,910,155,477
NOLSM657259657,25,36,21-02-2019,3,dry,876.8794745,22.33,0.206,32,725.29,1,1.12362,18.346,15.02,19.999,195.389,90,495.389,4062.804,4884.72,4.905,89.514,30,1,54.484,405,514.351,108.195,3,220,1642,3692,5721,72.529,51.483,1.037,3,4.08E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32044.64,103.707,906,156,444
NOLSM6582510658,25,37,21-02-2019,3,dry,878.5086406,22.32,0.218,31,722.888,1,1.62494,17.203,15.049,19.998,195.718,90.001,495.718,4071.633,4892.947,4.889,89.437,30.001,2,57.49,405,505.616,108.079,1,664,1591,3691,5700,72.289,51.091,1.027,1,4.59E+15,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32040.609,102.727,906,154,459
NOLSM6592511659,25,38,21-02-2019,3,dry,894.0037114,22.34,0.227,34,723.381,1,1.18246,15.914,15.164,20.002,195.579,90.001,495.579,3985.677,4889.467,4.899,89.563,30.005,2,58.063,405,512.695,108.272,2,482,1611,3679,5709,72.338,51.358,1.034,2,1.61E+16,1.02E+17,1.38E+17,3.00E+17,6.00E+17,32043.72,103.396,907,155,336
NOLSM6602512660,25,39,21-02-2019,3,dry,886.1215574,32.8,0.226,33,722.703,1,1.22609,16.43,15.005,19.997,196.382,90.001,496.382,3978.724,4909.558,4.93,89.831,29.99,2,50.02,405,509.081,108.833,3,459,1534,3672,5741,72.27,51.723,1.043,3,5.06E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32055.941,104.309,890,156,228
NOLSM6612513661,25,40,21-02-2019,3,dry,892.788205,31.86,0.227,32,723.896,1,1.81419,17.474,14.98,20.001,196.599,90,496.599,4056.014,4914.974,4.921,90.03,29.997,2,48.183,405,514.696,109.543,1,405,1624,3687,5744,72.39,51.761,1.044,1,8.13E+15,2.02E+16,1.38E+17,3.00E+17,6.00E+17,32051.147,104.403,861,157,300
NOLSM6622514662,25,41,21-02-2019,3,dry,880.6027688,39.51,0.228,32,724.612,1,1.89693,16.183,14.97,19.997,197.555,90.001,497.555,4029.12,4938.87,4.946,90.203,30.001,2,53.61,405,506.237,109.439,2,361,1466,3677,5707,72.461,51.859,1.046,2,2.06E+16,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32044.633,104.649,865,157,195
NOLSM6632515663,25,42,21-02-2019,3,dry,887.7667969,32.88,0.227,32,723.873,1,1.72027,16.922,14.988,20.002,197.98,89.999,497.98,3971.194,4949.492,4.95,89.945,30,2,50.972,405,517.785,108.759,3,360,1734,3676,5742,72.387,51.904,1.048,3,1.21E+16,8.15E+16,1.38E+17,3.02E+17,6.00E+17,32039.65,104.761,865,157,204
NOLSM6642516664,25,43,21-02-2019,3,dry,883.2904531,38.11,0.226,32,695.764,1,0.96161,17.367,14.937,20.002,197.183,89.999,497.183,4035.394,4929.577,4.938,90.127,30.004,2,52.501,405,520.299,108.751,1,512,1547,3683,5726,72.259,51.64,1.041,1,1.81E+16,5.50E+16,1.38E+17,3.00E+17,6.00E+17,32041.139,104.099,865,156,279
NOLSM6652517665,25,44,21-02-2019,3,dry,880.6054984,39.93,0.225,31,721.472,1,1.48912,16.09,14.935,20.002,197.908,90,497.908,3952.67,4947.703,4.948,89.742,30.006,2,59.303,405,521.322,108.191,2,350,1509,3674,5750,72.147,51.659,1.041,2,2.44E+15,5.16E+16,2.90E+17,3.01E+17,6.00E+17,32043.715,104.149,865,156,207
NOLSM6662518666,25,45,21-02-2019,3,dry,878.057509,35.63,0.223,32,719.897,1,0.94868,19.026,15.058,19.998,197.135,90,497.135,3972.34,4928.379,4.93,90.142,30.005,2,50.741,405,511.704,108.741,3,368,1514,3671,5707,71.99,51.402,1.035,3,1.05E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32040.817,103.505,869,155,198
NOLSM6672519667,25,46,21-02-2019,3,dry,878.4114531,28.6,0.223,30,719.597,1,0.83591,18.891,15.041,20.004,197.621,90,497.621,4017.144,4940.533,4.943,90.229,30.009,3,53.886,405,515.112,108.533,1,358,1512,3676,5735,71.96,51.656,1.041,1,6.91E+15,9.24E+16,8.21E+15,2.98E+17,6.00E+17,32047.486,104.14,865,156,246
NOLSM6682520668,25,47,21-02-2019,3,dry,880.739944,34.58,0.223,28,719.49,1,1.36943,13.788,14.979,20.001,197.925,90,497.925,4072.913,4948.123,4.968,90.813,30,3,57.694,405,517.704,109.56,2,351,1366,3668,5750,71.949,51.897,1.047,2,9.00E+15,9.24E+16,1.84E+17,2.99E+17,6.00E+17,32043.586,104.742,865,157,165
NOLSM6692521669,25,48,21-02-2019,3,dry,884.75306,34.95,0.223,31,719.948,1,1.92633,18.771,15.138,20.005,199.037,90,499.037,4084.939,4975.915,4.959,90.688,29.995,3,49.549,405,506.229,108.891,3,287,1476,3664,5710,71.995,51.695,1.042,3,6.77E+15,6.76E+16,1.38E+17,2.99E+17,6.00E+17,32469.85,104.238,865,156,114
NOLSM6702522670,25,49,21-02-2019,3,dry,878.5318874,32.59,0.221,30,717.634,1,1.41846,20.701,15.01,20.001,198.398,89.999,498.398,4045.078,4959.961,4.962,90.668,30.001,3,50.569,405,517.177,109.006,1,235,1505,3666,5744,71.763,51.814,1.045,1,1.15E+16,2.07E+16,1.38E+17,2.99E+17,6.00E+17,32466.046,104.536,866,157,156
NOLSM6712523671,25,50,21-02-2019,3,dry,887.8490498,38.02,0.221,27,718.016,1,0.67979,11.253,14.941,19.997,198.768,89.999,498.768,4010.176,4969.206,4.971,90.808,30.002,3,56.486,405,514.541,108.966,2,599,1647,3700,5707,71.802,51.832,1.046,2,4.77E+15,5.10E+15,5.09E+16,3.01E+17,6.00E+17,32467.764,104.579,863,157,492
NOLSM6722524672,25,51,21-02-2019,3,dry,879.9028714,33.81,0.221,27,717.698,1,0.73422,15.286,15.083,20.002,198.786,90.002,498.786,3975.72,4969.65,4.973,90.757,30.011,3,49.37,405,512.262,108.95,3,133,1709,3654,5727,71.77,51.836,1.046,3,5.88E+15,2.08E+16,2.62E+16,3.01E+17,6.00E+17,32472.189,104.59,866,157,42
NOLSM6732525673,25,52,21-02-2019,3,dry,890.0119265,22.47,0.222,27,718.56,1,1.81419,12.463,15.088,19.995,199.459,90,499.459,3989.173,4986.466,4.985,91.101,29.997,3,56.147,405,513.714,109.59,1,190,1468,3660,5712,71.856,52.061,1.052,1,1.75E+16,1.74E+17,4.08E+16,2.99E+17,6.00E+17,32471.558,105.153,861,158,84
NOLSM6742526674,25,53,21-02-2019,3,dry,875.4719526,22.46,0.222,24,719.062,1,1.89693,19.767,15.095,20.003,199.4,89.999,499.4,3987.994,4984.993,4.987,90.966,30.003,3,45.919,405,509.917,109.675,2,170,1466,3659,5743,71.906,52.033,1.051,2,2.09E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32468.26,105.083,861,158,66
NOLSM6752527675,25,54,21-02-2019,3,dry,887.5868723,22.45,0.222,23,718.585,1,1.72027,16.029,14.964,19.995,199.438,90,499.438,3988.767,4985.959,4.983,91.026,29.999,3,56.018,405,513.127,109.679,3,239,1390,3666,5733,71.859,52.073,1.052,3,2.44E+15,4.19E+15,1.33E+17,2.99E+17,6.00E+17,32469.21,105.182,860,158,138
NOLSM10951,5,1,21-02-2019,2,wet,1062.490887,40.51,0.211,77,696.504,1,1.31556,18.3,15.1,19.997,201.257,90.001,499.686,3943.713,5026.31,5.028,90.872,29.995,3,23.208,436,518.141,111.269,3,431,1761,3654,5713,71.672,50.522,1.038,3,8.47E+15,8.05E+16,1.38E+17,2.98E+17,6.00E+17,32034.605,104.846,896,158,156
NOLSM11052,5,2,21-02-2019,2,wet,980.7046115,28.29,0.221,117,718.15,2,1.87115,13.098,15.025,20.001,198.825,89.999,504.969,4029.214,5015.85,5.039,92.275,29.998,2,54.338,365,503.62,109.516,2,542,1508,3672,5703,70.494,50.114,1.028,2,1.65E+16,1.04E+17,1.38E+17,3.01E+17,6.00E+17,32403.77,105.045,912,154,200
NOLSM11153,5,3,21-02-2019,2,wet,1029.098935,25.43,0.198,128,703.168,2,1.21277,14.994,15.001,20.007,197.121,89.998,496.889,3964.71,5077.469,5.033,91.338,29.993,3,21.793,365,577.168,108.003,1,139,1558,3663,5722,68.85,51.053,1.064,1,1.13E+16,7.23E+16,1.38E+17,3.00E+17,6.00E+17,31560.731,105.841,875,154,93
NOLSM11254,5,4,21-02-2019,2,dry,1169.617691,32.03,0.209,138,711.745,3,1.15164,15.261,14.931,20.001,200.823,89.999,499.503,3978.745,5119.234,5.072,90.277,30.005,1,44.624,436,533.649,107.582,1,478,1358,3670,5704,69.606,51.317,1.048,1,1.99E+16,9.90E+16,1.38E+17,3.02E+17,6.00E+17,29604.262,104.261,916,153,116
