,No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
1350,NOLSM21791,3,Etching,466.0,1635.0,3636.0,5724.0,71.303,51.381,1.01,9,1,25-02-2019
1351,NOLSM21892,2,Etching,247.0,1628.0,3644.0,5707.0,72.657,51.998000000000005,1.028,9,2,25-02-2019
1352,NOLSM21993,1,Etching,400.0,1393.0,3703.0,5717.0,71.868,51.123999999999995,1.0290000000000001,9,3,25-02-2019
1353,NOLSM22094,1,Etching,465.0,1526.0,3661.0,5701.0,71.04,51.657,1.051,9,4,25-02-2019
1354,NOLSM22195,2,Etching,485.0,1574.0,3659.0,5693.0,72.59,51.409,1.047,9,5,25-02-2019
1355,NOLSM22296,3,Etching,489.0,1654.0,3659.0,5724.0,70.283,51.824,1.032,9,6,25-02-2019
1356,NOLSM22397,3,Etching,368.0,1464.0,3655.0,5731.0,71.406,51.159,1.022,9,7,25-02-2019
1357,NOLSM22498,1,Etching,251.0,1521.0,3645.0,5725.0,71.876,51.545,1.032,9,8,25-02-2019
1358,NOLSM22599,1,Etching,413.0,1705.0,3638.0,5709.0,71.416,51.123000000000005,1.028,9,9,25-02-2019
1359,NOLSM226910,2,Etching,318.0,1457.0,3663.0,5724.0,69.84,51.573,1.042,9,10,25-02-2019
1360,NOLSM227911,3,Etching,150.0,1439.0,3671.0,5704.0,69.267,50.843,1.05,9,11,25-02-2019
1361,NOLSM228912,3,Etching,566.0,1479.0,3674.0,5746.0,71.324,50.629,1.062,9,12,25-02-2019
1362,NOLSM229913,2,Etching,341.0,1580.0,3650.0,5723.0,72.20100000000001,50.872,1.047,9,13,25-02-2019
1363,NOLSM230914,1,Etching,287.0,1545.0,3671.0,5701.0,71.545,50.574,1.026,9,14,25-02-2019
1364,NOLSM231915,1,Etching,434.0,1533.0,3643.0,5692.0,71.87899999999999,51.451,1.023,9,15,25-02-2019
1365,NOLSM232916,2,Etching,223.0,1520.0,3677.0,5715.0,70.915,51.24,1.034,9,16,25-02-2019
1366,NOLSM233917,3,Etching,454.0,1353.0,3673.0,5704.0,70.64399999999999,50.98,1.023,9,17,25-02-2019
1367,NOLSM234918,3,Etching,436.0,1597.0,3627.0,5698.0,70.334,50.778999999999996,1.008,9,18,25-02-2019
1368,NOLSM235919,2,Etching,210.0,1399.0,3653.0,5718.0,71.72,49.6,1.046,9,19,25-02-2019
1369,NOLSM236920,1,Etching,379.0,1475.0,3652.0,5710.0,72.335,51.123999999999995,1.04,9,20,25-02-2019
1370,NOLSM237921,1,Etching,148.0,1454.0,3723.0,5719.0,71.233,50.985,0.99,9,21,25-02-2019
1371,NOLSM238922,2,Etching,385.0,1517.0,3681.0,5693.0,69.67,51.513999999999996,1.047,9,22,25-02-2019
1372,NOLSM239923,3,Etching,330.0,1460.0,3659.0,5729.0,71.406,50.324,1.0270000000000001,9,23,25-02-2019
1373,NOLSM240924,2,Etching,226.0,1496.0,3633.0,5699.0,69.706,50.756,1.031,9,24,25-02-2019
1374,NOLSM241925,1,Etching,181.0,1584.0,3656.0,5706.0,70.399,52.379,1.022,9,25,25-02-2019
1375,NOLSM242926,1,Etching,301.0,1429.0,3672.0,5694.0,70.657,51.465,1.026,9,26,25-02-2019
1376,NOLSM243927,2,Etching,496.0,1385.0,3691.0,5721.0,68.921,52.141000000000005,1.057,9,27,25-02-2019
1377,NOLSM757291,1,Etching,309.0,1424.0,3665.0,5722.0,71.687,50.543,1.014,29,1,25-02-2019
1378,NOLSM758292,1,Etching,316.0,1472.0,3663.0,5701.0,72.077,50.806999999999995,1.02,29,2,25-02-2019
1379,NOLSM759293,2,Etching,308.0,1464.0,3666.0,5711.0,72.195,50.81100000000001,1.02,29,3,25-02-2019
1380,NOLSM760294,3,Etching,317.0,1441.0,3663.0,5733.0,71.262,50.83,1.021,29,4,25-02-2019
1381,NOLSM761295,3,Etching,523.0,1614.0,3682.0,5729.0,71.679,50.763000000000005,1.0190000000000001,29,5,25-02-2019
1382,NOLSM762296,2,Etching,105.0,1278.0,3609.0,5691.0,68.653,50.196000000000005,1.005,29,6,25-02-2019
1383,NOLSM763297,1,Etching,111.0,1284.0,3613.0,5679.0,69.117,50.388000000000005,1.01,29,7,25-02-2019
1384,NOLSM764298,1,Etching,147.0,1409.0,3632.0,5696.0,71.00399999999999,50.54600000000001,1.014,29,8,25-02-2019
1385,NOLSM765299,2,Etching,159.0,1328.0,3632.0,5686.0,70.905,50.328,1.008,29,9,25-02-2019
1386,NOLSM7662910,3,Etching,165.0,1380.0,3649.0,5739.0,72.35600000000001,49.965,0.9990000000000001,29,10,25-02-2019
1387,NOLSM7672911,3,Etching,106.0,1381.0,3644.0,5724.0,72.017,49.902,0.998,29,11,25-02-2019
1388,NOLSM7682912,2,Etching,187.0,1296.0,3633.0,5726.0,70.86,49.901,0.998,29,12,25-02-2019
1389,NOLSM7692913,1,Etching,128.0,1345.0,3639.0,5700.0,71.52600000000001,50.297,1.0070000000000001,29,13,25-02-2019
1390,NOLSM7702914,1,Etching,180.0,1376.0,3644.0,5688.0,71.17,50.047,1.001,29,14,25-02-2019
1391,NOLSM7712915,2,Etching,211.0,1385.0,3643.0,5689.0,71.597,50.415,1.01,29,15,25-02-2019
1392,NOLSM7722916,3,Etching,190.0,1482.0,3647.0,5711.0,71.72399999999999,50.827,1.021,29,16,25-02-2019
1393,NOLSM7732917,2,Etching,214.0,1384.0,3644.0,5730.0,71.293,50.372,1.0090000000000001,29,17,25-02-2019
1394,NOLSM7742918,1,Etching,174.0,1473.0,3647.0,5737.0,71.482,50.828,1.021,29,18,25-02-2019
1395,NOLSM7752919,1,Etching,178.0,1371.0,3648.0,5740.0,72.153,50.839,1.021,29,19,25-02-2019
1396,NOLSM7762920,2,Etching,183.0,1272.0,3639.0,5714.0,71.525,50.977,1.024,29,20,25-02-2019
1397,NOLSM7772921,3,Etching,141.0,1408.0,3641.0,5727.0,71.301,50.744,1.0190000000000001,29,21,25-02-2019
1398,NOLSM7782922,3,Etching,176.0,1361.0,3643.0,5721.0,71.42399999999999,50.838,1.021,29,22,25-02-2019
1399,NOLSM7792923,1,Etching,223.0,1360.0,3645.0,5731.0,71.497,50.802,1.02,29,23,25-02-2019
1400,NOLSM7802924,1,Etching,108.0,1521.0,3639.0,5698.0,71.523,50.668,1.0170000000000001,29,24,25-02-2019
1401,NOLSM7812925,3,Etching,339.0,1465.0,3657.0,5695.0,72.437,50.553999999999995,1.014,29,25,25-02-2019
1402,NOLSM7822926,3,Etching,321.0,1471.0,3661.0,5696.0,71.923,50.489,1.012,29,26,25-02-2019
1403,NOLSM7832927,2,Etching,328.0,1596.0,3657.0,5713.0,71.37899999999999,50.21,1.005,29,27,25-02-2019
1404,NOLSM244101244,1,Etching,254.0,1497.0,3676.0,5745.0,70.732,50.266999999999996,1.033,10,28,26-02-2019
1405,NOLSM245102245,2,Etching,431.0,1711.0,3629.0,5692.0,71.555,50.748999999999995,1.034,10,29,26-02-2019
1406,NOLSM246103246,3,Etching,524.0,1371.0,3670.0,5715.0,72.093,51.332,1.026,10,30,26-02-2019
1407,NOLSM247104247,1,Etching,218.0,1305.0,3654.0,5719.0,70.83800000000001,51.547,1.056,10,31,26-02-2019
1408,NOLSM248105248,2,Etching,130.0,1512.0,3635.0,5727.0,70.163,51.008,1.032,10,32,26-02-2019
1409,NOLSM249106249,3,Etching,308.0,1592.0,3680.0,5709.0,72.304,51.207,1.032,10,33,26-02-2019
1410,NOLSM250107250,1,Etching,313.0,1575.0,3657.0,5695.0,69.559,52.078,1.022,10,34,26-02-2019
1411,NOLSM251108251,2,Etching,330.0,1427.0,3665.0,5691.0,71.345,50.983999999999995,1.023,10,35,26-02-2019
1412,NOLSM252109252,3,Etching,417.0,1344.0,3657.0,5694.0,72.28399999999999,50.597,1.045,10,36,26-02-2019
1413,NOLSM2531010253,1,Etching,317.0,1474.0,3641.0,5728.0,70.405,52.133,1.042,10,37,26-02-2019
1414,NOLSM2541011254,2,Etching,476.0,1466.0,3660.0,5722.0,71.455,51.647,1.021,10,38,26-02-2019
1415,NOLSM2551012255,3,Etching,479.0,1517.0,3666.0,5697.0,71.033,50.861000000000004,1.063,10,39,26-02-2019
1416,NOLSM2561013256,1,Etching,419.0,1472.0,3658.0,5727.0,71.137,51.036,1.024,10,40,26-02-2019
1417,NOLSM2571014257,2,Etching,314.0,1683.0,3651.0,5732.0,71.234,51.88399999999999,1.03,10,41,26-02-2019
1418,NOLSM2581015258,3,Etching,340.0,1458.0,3644.0,5709.0,71.249,50.233999999999995,1.026,10,42,26-02-2019
1419,NOLSM2591016259,1,Etching,462.0,1387.0,3687.0,5715.0,71.169,52.004,1.045,10,43,26-02-2019
1420,NOLSM2601017260,2,Etching,231.0,1554.0,3680.0,5692.0,71.153,51.443999999999996,1.032,10,44,26-02-2019
1421,NOLSM2611018261,3,Etching,408.0,1568.0,3675.0,5721.0,71.196,50.176,1.028,10,45,26-02-2019
1422,NOLSM2621019262,1,Etching,317.0,1500.0,3664.0,5707.0,71.17399999999999,50.507,1.048,10,46,26-02-2019
1423,NOLSM2631020263,2,Etching,291.0,1380.0,3637.0,5698.0,71.28699999999999,50.49100000000001,1.022,10,47,26-02-2019
1424,NOLSM2641021264,3,Etching,376.0,1692.0,3672.0,5696.0,71.17,50.573,1.036,10,48,26-02-2019
1425,NOLSM2651022265,1,Etching,324.0,1513.0,3650.0,5727.0,71.164,50.428000000000004,1.044,10,49,26-02-2019
1426,NOLSM2661023266,2,Etching,392.0,1346.0,3657.0,5710.0,71.119,51.17100000000001,1.042,10,50,26-02-2019
1427,NOLSM2671024267,3,Etching,422.0,1306.0,3633.0,5702.0,71.256,50.628,1.05,10,51,26-02-2019
1428,NOLSM2681025268,1,Etching,177.0,1495.0,3629.0,5712.0,71.402,52.309,1.037,10,52,26-02-2019
1429,NOLSM2691026269,2,Etching,288.0,1268.0,3655.0,5721.0,71.28699999999999,50.464,1.0270000000000001,10,53,26-02-2019
1430,NOLSM2701027270,3,Etching,353.0,1417.0,3667.0,5713.0,72.14699999999999,51.299,1.05,10,54,26-02-2019
1431,NOLSM784301784,1,Etching,218.0,1563.0,3648.0,5691.0,71.35600000000001,50.275,1.0070000000000001,30,28,26-02-2019
1432,NOLSM785302785,2,Etching,177.0,1643.0,3655.0,5724.0,71.618,50.387,1.01,30,29,26-02-2019
1433,NOLSM786303786,3,Etching,221.0,1490.0,3655.0,5741.0,71.96600000000001,50.228,1.006,30,30,26-02-2019
1434,NOLSM787304787,1,Etching,175.0,1625.0,3643.0,5738.0,71.726,50.101000000000006,1.003,30,31,26-02-2019
1435,NOLSM788305788,2,Etching,280.0,1381.0,3655.0,5737.0,71.832,49.907,0.998,30,32,26-02-2019
1436,NOLSM789306789,3,Etching,239.0,1457.0,3645.0,5693.0,71.249,50.161,1.004,30,33,26-02-2019
1437,NOLSM790307790,1,Etching,171.0,1324.0,3638.0,5731.0,70.84,50.292,1.0070000000000001,30,34,26-02-2019
1438,NOLSM791308791,2,Etching,172.0,1436.0,3654.0,5709.0,72.095,50.281000000000006,1.0070000000000001,30,35,26-02-2019
1439,NOLSM792309792,3,Etching,257.0,1393.0,3643.0,5708.0,71.333,50.062,1.002,30,36,26-02-2019
1440,NOLSM7933010793,1,Etching,172.0,1375.0,3641.0,5719.0,71.668,50.071000000000005,1.002,30,37,26-02-2019
1441,NOLSM7943011794,2,Etching,236.0,1382.0,3647.0,5712.0,71.73100000000001,50.103,1.003,30,38,26-02-2019
1442,NOLSM7953012795,3,Etching,151.0,1301.0,3641.0,5721.0,71.655,50.128,1.003,30,39,26-02-2019
1443,NOLSM7963013796,1,Etching,200.0,1306.0,3638.0,5714.0,71.271,50.42100000000001,1.011,30,40,26-02-2019
1444,NOLSM7973014797,2,Etching,261.0,1423.0,3647.0,5720.0,71.692,50.401,1.01,30,41,26-02-2019
1445,NOLSM7983015798,3,Etching,181.0,1431.0,3647.0,5711.0,71.683,49.646,0.991,30,42,26-02-2019
1446,NOLSM7993016799,1,Etching,150.0,1368.0,3632.0,5683.0,70.706,49.943999999999996,0.9990000000000001,30,43,26-02-2019
1447,NOLSM8003017800,2,Etching,185.0,1401.0,3642.0,5695.0,71.706,49.918,0.998,30,44,26-02-2019
1448,NOLSM8013018801,3,Etching,166.0,1362.0,3641.0,5688.0,71.164,49.894,0.997,30,45,26-02-2019
1449,NOLSM8023019802,1,Etching,202.0,1460.0,3634.0,5726.0,70.758,49.87,0.997,30,46,26-02-2019
1450,NOLSM8033020803,2,Etching,177.0,1247.0,3629.0,5705.0,70.762,50.448,1.011,30,47,26-02-2019
1451,NOLSM8043021804,3,Etching,143.0,1709.0,3638.0,5728.0,71.387,50.593,1.015,30,48,26-02-2019
1452,NOLSM8053022805,1,Etching,173.0,1468.0,3628.0,5720.0,70.556,50.313,1.008,30,49,26-02-2019
1453,NOLSM8063023806,2,Etching,140.0,1466.0,3633.0,5697.0,70.775,49.88399999999999,0.997,30,50,26-02-2019
1454,NOLSM8073024807,3,Etching,191.0,1390.0,3633.0,5698.0,70.247,50.223,1.006,30,51,26-02-2019
1455,NOLSM8083025808,1,Etching,138.0,1561.0,3633.0,5696.0,71.175,50.263000000000005,1.0070000000000001,30,52,26-02-2019
1456,NOLSM8093026809,2,Etching,177.0,1665.0,3634.0,5728.0,70.93,50.792,1.02,30,53,26-02-2019
1457,NOLSM8103027810,3,Etching,202.0,1573.0,3637.0,5735.0,71.497,50.566,1.014,30,54,26-02-2019
1458,NOLSM244101,3,Etching,254.0,1497.0,3676.0,5745.0,70.732,50.266999999999996,1.033,10,1,26-02-2019
1459,NOLSM245102,3,Etching,431.0,1711.0,3629.0,5692.0,71.555,50.748999999999995,1.034,10,2,26-02-2019
1460,NOLSM246103,2,Etching,524.0,1371.0,3670.0,5715.0,72.093,51.332,1.026,10,3,26-02-2019
1461,NOLSM247104,1,Etching,218.0,1305.0,3654.0,5719.0,70.83800000000001,51.547,1.056,10,4,26-02-2019
1462,NOLSM248105,1,Etching,130.0,1512.0,3635.0,5727.0,70.163,51.008,1.032,10,5,26-02-2019
1463,NOLSM249106,3,Etching,308.0,1592.0,3680.0,5709.0,72.304,51.207,1.032,10,6,26-02-2019
1464,NOLSM250107,3,Etching,313.0,1575.0,3657.0,5695.0,69.559,52.078,1.022,10,7,26-02-2019
1465,NOLSM251108,2,Etching,330.0,1427.0,3665.0,5691.0,71.345,50.983999999999995,1.023,10,8,26-02-2019
1466,NOLSM252109,1,Etching,417.0,1344.0,3657.0,5694.0,72.28399999999999,50.597,1.045,10,9,26-02-2019
1467,NOLSM2531010,1,Etching,317.0,1474.0,3641.0,5728.0,70.405,52.133,1.042,10,10,26-02-2019
1468,NOLSM2541011,3,Etching,476.0,1466.0,3660.0,5722.0,71.455,51.647,1.021,10,11,26-02-2019
1469,NOLSM2551012,2,Etching,479.0,1517.0,3666.0,5697.0,71.92699999999999,50.861000000000004,1.063,10,12,26-02-2019
1470,NOLSM2561013,1,Etching,419.0,1472.0,3658.0,5727.0,71.265,51.036,1.024,10,13,26-02-2019
1471,NOLSM2571014,1,Etching,314.0,1683.0,3651.0,5732.0,71.241,51.88399999999999,1.03,10,14,26-02-2019
1472,NOLSM2581015,2,Etching,340.0,1458.0,3644.0,5709.0,71.52,50.233999999999995,1.026,10,15,26-02-2019
1473,NOLSM2591016,3,Etching,462.0,1387.0,3687.0,5715.0,70.756,52.004,1.045,10,16,26-02-2019
1474,NOLSM2601017,3,Etching,231.0,1554.0,3680.0,5692.0,70.204,51.443999999999996,1.032,10,17,26-02-2019
1475,NOLSM2611018,2,Etching,408.0,1568.0,3675.0,5721.0,70.253,50.176,1.028,10,18,26-02-2019
1476,NOLSM2621019,1,Etching,317.0,1500.0,3664.0,5707.0,69.54899999999999,50.507,1.048,10,19,26-02-2019
1477,NOLSM2631020,1,Etching,291.0,1380.0,3637.0,5698.0,70.804,50.49100000000001,1.022,10,20,26-02-2019
1478,NOLSM2641021,2,Etching,376.0,1692.0,3672.0,5696.0,68.72,50.573,1.036,10,21,26-02-2019
1479,NOLSM2651022,3,Etching,324.0,1513.0,3650.0,5727.0,70.72800000000001,50.428000000000004,1.044,10,22,26-02-2019
1480,NOLSM2661023,3,Etching,392.0,1346.0,3657.0,5710.0,71.42,51.17100000000001,1.042,10,23,26-02-2019
1481,NOLSM2671024,2,Etching,422.0,1306.0,3633.0,5702.0,71.777,50.628,1.05,10,24,26-02-2019
1482,NOLSM2681025,1,Etching,177.0,1495.0,3629.0,5712.0,71.626,52.309,1.037,10,25,26-02-2019
1483,NOLSM2691026,1,Etching,288.0,1268.0,3655.0,5721.0,70.09899999999999,50.464,1.0270000000000001,10,26,26-02-2019
1484,NOLSM2701027,2,Etching,353.0,1417.0,3667.0,5713.0,72.14699999999999,51.299,1.05,10,27,26-02-2019
1485,NOLSM784301,1,Etching,364.0,1563.0,3658.0,5691.0,71.35600000000001,50.275,1.0070000000000001,30,1,26-02-2019
1486,NOLSM785302,1,Etching,308.0,1643.0,3659.0,5724.0,71.618,50.387,1.01,30,2,26-02-2019
1487,NOLSM786303,2,Etching,344.0,1490.0,3656.0,5741.0,71.96600000000001,50.228,1.006,30,3,26-02-2019
1488,NOLSM787304,3,Etching,379.0,1625.0,3662.0,5738.0,71.726,50.101000000000006,1.003,30,4,26-02-2019
1489,NOLSM788305,3,Etching,280.0,1381.0,3655.0,5737.0,71.832,49.907,0.998,30,5,26-02-2019
1490,NOLSM789306,2,Etching,239.0,1457.0,3645.0,5693.0,71.249,50.161,1.004,30,6,26-02-2019
1491,NOLSM790307,1,Etching,171.0,1324.0,3638.0,5731.0,70.84,50.292,1.0070000000000001,30,7,26-02-2019
1492,NOLSM791308,1,Etching,172.0,1436.0,3654.0,5709.0,72.095,50.281000000000006,1.0070000000000001,30,8,26-02-2019
1493,NOLSM792309,3,Etching,257.0,1393.0,3643.0,5708.0,71.333,50.062,1.002,30,9,26-02-2019
1494,NOLSM7933010,3,Etching,172.0,1375.0,3641.0,5719.0,71.668,50.071000000000005,1.002,30,10,26-02-2019
1495,NOLSM7943011,2,Etching,236.0,1382.0,3647.0,5712.0,71.73100000000001,50.103,1.003,30,11,26-02-2019
1496,NOLSM7953012,1,Etching,151.0,1301.0,3641.0,5721.0,71.655,50.128,1.003,30,12,26-02-2019
1497,NOLSM7963013,1,Etching,200.0,1306.0,3638.0,5714.0,71.271,50.42100000000001,1.011,30,13,26-02-2019
1498,NOLSM7973014,2,Etching,261.0,1423.0,3647.0,5720.0,71.692,50.401,1.01,30,14,26-02-2019
1499,NOLSM7983015,3,Etching,181.0,1431.0,3647.0,5711.0,71.683,49.646,0.991,30,15,26-02-2019
1500,NOLSM7993016,3,Etching,150.0,1368.0,3632.0,5683.0,70.706,49.943999999999996,0.9990000000000001,30,16,26-02-2019
1501,NOLSM8003017,2,Etching,185.0,1401.0,3642.0,5695.0,71.706,49.918,0.998,30,17,26-02-2019
1502,NOLSM8013018,1,Etching,166.0,1362.0,3641.0,5688.0,71.164,49.894,0.997,30,18,26-02-2019
1503,NOLSM8023019,1,Etching,202.0,1460.0,3634.0,5726.0,70.758,49.87,0.997,30,19,26-02-2019
1504,NOLSM8033020,3,Etching,177.0,1247.0,3629.0,5705.0,70.762,50.448,1.011,30,20,26-02-2019
1505,NOLSM8043021,3,Etching,143.0,1463.0,3638.0,5728.0,71.387,50.593,1.015,30,21,26-02-2019
1506,NOLSM8053022,2,Etching,173.0,1351.0,3628.0,5720.0,70.556,50.313,1.008,30,22,26-02-2019
1507,NOLSM8063023,1,Etching,140.0,1389.0,3633.0,5697.0,70.775,49.88399999999999,0.997,30,23,26-02-2019
1508,NOLSM8073024,1,Etching,191.0,1395.0,3633.0,5698.0,70.247,50.223,1.006,30,24,26-02-2019
1509,NOLSM8083025,2,Etching,138.0,1383.0,3633.0,5696.0,71.175,50.263000000000005,1.0070000000000001,30,25,26-02-2019
1510,NOLSM8093026,3,Etching,177.0,1472.0,3634.0,5728.0,70.93,50.792,1.02,30,26,26-02-2019
1511,NOLSM8103027,3,Etching,202.0,1445.0,3637.0,5735.0,71.497,50.566,1.014,30,27,26-02-2019
1512,NOLSM271111271,1,Etching,398.0,1662.0,3692.0,5726.0,71.046,51.92100000000001,1.037,11,28,27-02-2019
1513,NOLSM272112272,2,Etching,330.0,1398.0,3661.0,5740.0,69.857,51.765,1.031,11,29,27-02-2019
1514,NOLSM273113273,3,Etching,324.0,1513.0,3654.0,5719.0,71.155,50.248999999999995,1.021,11,30,27-02-2019
1515,NOLSM274114274,1,Etching,146.0,1274.0,3658.0,5714.0,71.468,51.218,1.038,11,31,27-02-2019
1516,NOLSM275115275,2,Etching,319.0,1454.0,3626.0,5733.0,72.336,51.049,1.025,11,32,27-02-2019
1517,NOLSM276116276,3,Etching,239.0,1442.0,3657.0,5718.0,70.998,51.38399999999999,1.038,11,33,27-02-2019
1518,NOLSM277117277,1,Etching,457.0,1462.0,3660.0,5714.0,71.086,51.108999999999995,1.0,11,34,27-02-2019
1519,NOLSM278118278,2,Etching,354.0,1476.0,3664.0,5701.0,71.673,50.506,1.011,11,35,27-02-2019
1520,NOLSM279119279,3,Etching,563.0,1422.0,3642.0,5717.0,72.01899999999999,51.261,1.036,11,36,27-02-2019
1521,NOLSM2801110280,1,Etching,176.0,1301.0,3658.0,5709.0,69.699,50.193999999999996,1.046,11,37,27-02-2019
1522,NOLSM2811111281,2,Etching,415.0,1644.0,3653.0,5692.0,70.824,50.202,1.038,11,38,27-02-2019
1523,NOLSM2821112282,3,Etching,495.0,1426.0,3622.0,5714.0,71.286,51.207,1.0190000000000001,11,39,27-02-2019
1524,NOLSM2831113283,1,Etching,269.0,1602.0,3650.0,5713.0,70.00399999999999,51.743,1.0170000000000001,11,40,27-02-2019
1525,NOLSM2841114284,2,Etching,413.0,1541.0,3651.0,5741.0,71.889,51.542,1.038,11,41,27-02-2019
1526,NOLSM2851115285,3,Etching,514.0,1539.0,3639.0,5729.0,70.13,52.105,1.018,11,42,27-02-2019
1527,NOLSM2861116286,1,Etching,391.0,1502.0,3620.0,5713.0,70.058,50.382,1.045,11,43,27-02-2019
1528,NOLSM2871117287,2,Etching,284.0,1518.0,3664.0,5702.0,70.779,50.881,1.0490000000000002,11,44,27-02-2019
1529,NOLSM2881118288,3,Etching,304.0,1544.0,3625.0,5728.0,69.405,51.062,1.037,11,45,27-02-2019
1530,NOLSM2891119289,1,Etching,433.0,1564.0,3655.0,5703.0,70.257,50.852,1.043,11,46,27-02-2019
1531,NOLSM2901120290,2,Etching,233.0,1461.0,3677.0,5682.0,69.975,49.761,1.031,11,47,27-02-2019
1532,NOLSM2911121291,3,Etching,240.0,1559.0,3656.0,5703.0,71.40899999999999,50.3,1.047,11,48,27-02-2019
1533,NOLSM2921122292,1,Etching,319.0,1534.0,3652.0,5714.0,70.714,51.655,1.048,11,49,27-02-2019
1534,NOLSM2931123293,2,Etching,589.0,1507.0,3674.0,5703.0,70.486,51.103,1.048,11,50,27-02-2019
1535,NOLSM2941124294,3,Etching,363.0,1454.0,3645.0,5721.0,72.56,51.145,1.047,11,51,27-02-2019
1536,NOLSM2951125295,1,Etching,315.0,1507.0,3711.0,5706.0,69.953,50.082,1.047,11,52,27-02-2019
1537,NOLSM2961126296,2,Etching,573.0,1365.0,3651.0,5719.0,70.179,51.018,1.046,11,53,27-02-2019
1538,NOLSM2971127297,3,Etching,422.0,1512.0,3624.0,5741.0,70.994,51.192,1.047,11,54,27-02-2019
1539,NOLSM811311811,1,Etching,246.0,1526.0,3640.0,5710.0,71.723,50.784,1.02,31,28,27-02-2019
1540,NOLSM812312812,2,Etching,150.0,1481.0,3641.0,5711.0,70.792,50.76,1.0190000000000001,31,29,27-02-2019
1541,NOLSM813313813,3,Etching,232.0,1588.0,3642.0,5699.0,71.115,50.672,1.0170000000000001,31,30,27-02-2019
1542,NOLSM814314814,1,Etching,237.0,1441.0,3640.0,5725.0,70.445,50.163000000000004,1.004,31,31,27-02-2019
1543,NOLSM815315815,2,Etching,124.0,1441.0,3622.0,5716.0,69.57600000000001,50.315,1.008,31,32,27-02-2019
1544,NOLSM816316816,3,Etching,263.0,1402.0,3641.0,5689.0,71.212,50.668,1.0170000000000001,31,33,27-02-2019
1545,NOLSM817317817,1,Etching,150.0,1372.0,3631.0,5700.0,70.575,50.617,1.015,31,34,27-02-2019
1546,NOLSM818318818,2,Etching,174.0,1446.0,3638.0,5684.0,71.077,50.473,1.012,31,35,27-02-2019
1547,NOLSM819319819,3,Etching,140.0,1281.0,3635.0,5697.0,71.065,50.229,1.006,31,36,27-02-2019
1548,NOLSM8203110820,1,Etching,119.0,1369.0,3637.0,5693.0,71.387,50.075,1.002,31,37,27-02-2019
1549,NOLSM8213111821,2,Etching,204.0,1428.0,3658.0,5701.0,70.745,49.845,0.996,31,38,27-02-2019
1550,NOLSM8223112822,3,Etching,236.0,1372.0,3645.0,5692.0,70.585,50.113,1.003,31,39,27-02-2019
1551,NOLSM8233113823,1,Etching,151.0,1369.0,3656.0,5705.0,71.06,49.878,0.997,31,40,27-02-2019
1552,NOLSM8243114824,2,Etching,207.0,1402.0,3646.0,5683.0,70.365,50.028999999999996,1.001,31,41,27-02-2019
1553,NOLSM8253115825,3,Etching,212.0,1427.0,3648.0,5700.0,69.918,49.922,0.998,31,42,27-02-2019
1554,NOLSM8263116826,1,Etching,218.0,1343.0,3655.0,5699.0,71.169,50.214,1.005,31,43,27-02-2019
1555,NOLSM8273117827,2,Etching,177.0,1343.0,3655.0,5693.0,70.12,49.961999999999996,0.9990000000000001,31,44,27-02-2019
1556,NOLSM8283118828,3,Etching,221.0,1417.0,3643.0,5736.0,71.263,50.032,1.001,31,45,27-02-2019
1557,NOLSM8293119829,1,Etching,175.0,1359.0,3646.0,5719.0,71.656,50.185,1.005,31,46,27-02-2019
1558,NOLSM8303120830,2,Etching,202.0,1709.0,3631.0,5700.0,70.218,49.806000000000004,0.995,31,47,27-02-2019
1559,NOLSM8313121831,3,Etching,313.0,1468.0,3663.0,5722.0,71.536,50.46,1.011,31,48,27-02-2019
1560,NOLSM8323122832,1,Etching,224.0,1466.0,3645.0,5723.0,70.395,50.431000000000004,1.011,31,49,27-02-2019
1561,NOLSM8333123833,2,Etching,333.0,1390.0,3663.0,5730.0,71.533,50.477,1.012,31,50,27-02-2019
1562,NOLSM8343124834,3,Etching,269.0,1561.0,3658.0,5741.0,71.794,50.856,1.021,31,51,27-02-2019
1563,NOLSM8353125835,1,Etching,216.0,1665.0,3656.0,5699.0,71.361,51.056999999999995,1.026,31,52,27-02-2019
1564,NOLSM8363126836,2,Etching,236.0,1573.0,3662.0,5717.0,72.044,50.855,1.021,31,53,27-02-2019
1565,NOLSM8373127837,3,Etching,151.0,1526.0,3664.0,5704.0,71.199,50.927,1.023,31,54,27-02-2019
1566,NOLSM271111,3,Etching,398.0,1662.0,3692.0,5726.0,71.046,51.92100000000001,1.037,11,1,27-02-2019
1567,NOLSM272112,3,Etching,330.0,1398.0,3661.0,5740.0,69.857,51.765,1.031,11,2,27-02-2019
1568,NOLSM273113,2,Etching,324.0,1513.0,3654.0,5719.0,71.155,50.248999999999995,1.021,11,3,27-02-2019
1569,NOLSM274114,1,Etching,146.0,1274.0,3658.0,5714.0,71.468,51.218,1.038,11,4,27-02-2019
1570,NOLSM275115,1,Etching,319.0,1454.0,3626.0,5733.0,72.336,51.049,1.025,11,5,27-02-2019
1571,NOLSM276116,2,Etching,239.0,1442.0,3657.0,5718.0,70.998,51.38399999999999,1.038,11,6,27-02-2019
1572,NOLSM277117,3,Etching,457.0,1462.0,3660.0,5714.0,71.086,51.108999999999995,1.0,11,7,27-02-2019
